"Bowler","Season","Batting_Team","Bowling_Team","Runs","Wickets","Balls","Striker","Stadium","Average","Economy"
"Azhar Mahmood",2012,"Royal Challengers Bangalore","Punjab Kings",50,3,45,"All","All",16.6666666666667,6.66666666666667
"Azhar Mahmood",2013,"Chennai Super Kings","Punjab Kings",34,0,24,"All","All",Inf,8.5
"Azhar Mahmood",2013,"Delhi Capitals","Punjab Kings",40,0,24,"All","All",Inf,10
"Azhar Mahmood",2013,"Kolkata Knight Riders","Punjab Kings",56,6,48,"All","All",9.33333333333333,7
"Azhar Mahmood",2013,"Mumbai Indians","Punjab Kings",56,2,48,"All","All",28,7
"Azhar Mahmood",2013,"Pune Warriors","Punjab Kings",61,4,48,"All","All",15.25,7.625
"Azhar Mahmood",2013,"Rajasthan Royals","Punjab Kings",23,0,24,"All","All",Inf,5.75
"Azhar Mahmood",2013,"Royal Challengers Bangalore","Punjab Kings",24,2,24,"All","All",12,6
"Azhar Mahmood",2013,"Sunrisers Hyderabad","Punjab Kings",36,1,23,"All","All",36,9.39130434782609
"Azhar Mahmood",2015,"Rajasthan Royals","Kolkata Knight Riders",41,0,18,"All","All",Inf,13.6666666666667
"Balachandra Akhil",2008,"Chennai Super Kings","Royal Challengers Bangalore",38,0,30,"All","All",Inf,7.6
"Balachandra Akhil",2008,"Deccan Chargers","Royal Challengers Bangalore",39,0,18,"All","All",Inf,13
"Balachandra Akhil",2008,"Delhi Capitals","Royal Challengers Bangalore",21,0,20,"All","All",Inf,6.3
"Balachandra Akhil",2008,"Mumbai Indians","Royal Challengers Bangalore",36,2,36,"All","All",18,6
"Balachandra Akhil",2009,"Chennai Super Kings","Royal Challengers Bangalore",2,0,6,"All","All",Inf,2
"Balachandra Akhil",2009,"Deccan Chargers","Royal Challengers Bangalore",18,2,24,"All","All",9,4.5
"Balachandra Akhil",2009,"Delhi Capitals","Royal Challengers Bangalore",28,1,18,"All","All",28,9.33333333333333
"Balachandra Akhil",2009,"Kolkata Knight Riders","Royal Challengers Bangalore",32,1,18,"All","All",32,10.6666666666667
"Balachandra Akhil",2010,"Deccan Chargers","Royal Challengers Bangalore",6,0,6,"All","All",Inf,6
"Balachandra Akhil",2011,"Delhi Capitals","Kochi Tuskers Kerala",21,0,12,"All","All",Inf,10.5
"Barinder Sran",2015,"Kolkata Knight Riders","Rajasthan Royals",31,0,18,"All","All",Inf,10.3333333333333
"Barinder Sran",2016,"Delhi Capitals","Sunrisers Hyderabad",55,2,36,"All","All",27.5,9.16666666666667
"Barinder Sran",2016,"Gujarat Lions","Sunrisers Hyderabad",85,2,60,"All","All",42.5,8.5
"Barinder Sran",2016,"Kolkata Knight Riders","Sunrisers Hyderabad",91,2,66,"All","All",45.5,8.27272727272727
"Barinder Sran",2016,"Mumbai Indians","Sunrisers Hyderabad",46,5,45,"All","All",9.2,6.13333333333333
"Barinder Sran",2016,"Punjab Kings","Sunrisers Hyderabad",33,0,24,"All","All",Inf,8.25
"Barinder Sran",2016,"Rising Pune Supergiants","Sunrisers Hyderabad",26,1,24,"All","All",26,6.5
"Barinder Sran",2016,"Royal Challengers Bangalore","Sunrisers Hyderabad",77,2,42,"All","All",38.5,11
"Barinder Sran",2017,"Punjab Kings","Sunrisers Hyderabad",29,0,12,"All","All",Inf,14.5
"Barinder Sran",2018,"Chennai Super Kings","Punjab Kings",37,0,24,"All","All",Inf,9.25
"Barinder Sran",2018,"Delhi Capitals","Punjab Kings",45,1,24,"All","All",45,11.25
"Barinder Sran",2018,"Kolkata Knight Riders","Punjab Kings",98,3,42,"All","All",32.6666666666667,14
"Barinder Sran",2018,"Sunrisers Hyderabad","Punjab Kings",49,1,42,"All","All",49,7
"Barinder Sran",2019,"Kolkata Knight Riders","Mumbai Indians",27,0,12,"All","All",Inf,13.5
"Barinder Sran",2019,"Sunrisers Hyderabad","Mumbai Indians",24,0,12,"All","All",Inf,12
"Basil Thampi",2017,"Delhi Capitals","Gujarat Lions",83,2,46,"All","All",41.5,10.8260869565217
"Basil Thampi",2017,"Kolkata Knight Riders","Gujarat Lions",44,1,24,"All","All",44,11
"Basil Thampi",2017,"Mumbai Indians","Gujarat Lions",63,3,48,"All","All",21,7.875
"Basil Thampi",2017,"Punjab Kings","Gujarat Lions",92,1,48,"All","All",92,11.5
"Basil Thampi",2017,"Rising Pune Supergiants","Gujarat Lions",56,2,42,"All","All",28,8
"Basil Thampi",2017,"Royal Challengers Bangalore","Gujarat Lions",65,2,48,"All","All",32.5,8.125
"Basil Thampi",2017,"Sunrisers Hyderabad","Gujarat Lions",21,0,12,"All","All",Inf,10.5
"Basil Thampi",2018,"Mumbai Indians","Sunrisers Hyderabad",4,2,11,"All","All",2,2.18181818181818
"Basil Thampi",2018,"Punjab Kings","Sunrisers Hyderabad",14,2,14,"All","All",7,6
"Basil Thampi",2018,"Rajasthan Royals","Sunrisers Hyderabad",26,1,12,"All","All",26,13
"Basil Thampi",2018,"Royal Challengers Bangalore","Sunrisers Hyderabad",70,0,24,"All","All",Inf,17.5
"Basil Thampi",2019,"Delhi Capitals","Sunrisers Hyderabad",41,0,24,"All","All",Inf,10.25
"Basil Thampi",2019,"Mumbai Indians","Sunrisers Hyderabad",40,0,24,"All","All",Inf,10
"Basil Thampi",2019,"Royal Challengers Bangalore","Sunrisers Hyderabad",29,0,24,"All","All",Inf,7.25
"Basil Thampi",2020,"Kolkata Knight Riders","Sunrisers Hyderabad",46,1,24,"All","All",46,11.5
"Basil Thampi",2022,"Delhi Capitals","Mumbai Indians",35,3,24,"All","All",11.6666666666667,8.75
"Basil Thampi",2022,"Kolkata Knight Riders","Mumbai Indians",15,0,18,"All","All",Inf,5
"Basil Thampi",2022,"Punjab Kings","Mumbai Indians",47,2,24,"All","All",23.5,11.75
"Basil Thampi",2022,"Rajasthan Royals","Mumbai Indians",26,0,6,"All","All",Inf,26
"Basil Thampi",2022,"Royal Challengers Bangalore","Mumbai Indians",29,0,24,"All","All",Inf,7.25
"Ben Cutting",2014,"Delhi Capitals","Rajasthan Royals",31,1,24,"All","All",31,7.75
"Ben Cutting",2016,"Gujarat Lions","Sunrisers Hyderabad",20,2,18,"All","All",10,6.66666666666667
"Ben Cutting",2016,"Kolkata Knight Riders","Sunrisers Hyderabad",14,1,18,"All","All",14,4.66666666666667
"Ben Cutting",2016,"Punjab Kings","Sunrisers Hyderabad",11,0,7,"All","All",Inf,9.42857142857143
"Ben Cutting",2016,"Royal Challengers Bangalore","Sunrisers Hyderabad",35,2,24,"All","All",17.5,8.75
"Ben Cutting",2017,"Gujarat Lions","Sunrisers Hyderabad",29,0,18,"All","All",Inf,9.66666666666667
"Ben Cutting",2017,"Kolkata Knight Riders","Sunrisers Hyderabad",41,1,24,"All","All",41,10.25
"Ben Cutting",2017,"Mumbai Indians","Sunrisers Hyderabad",18,0,12,"All","All",Inf,9
"Ben Cutting",2017,"Royal Challengers Bangalore","Sunrisers Hyderabad",35,0,22,"All","All",Inf,9.54545454545454
"Ben Cutting",2018,"Chennai Super Kings","Mumbai Indians",14,0,6,"All","All",Inf,14
"Ben Cutting",2018,"Delhi Capitals","Mumbai Indians",36,0,24,"All","All",Inf,9
"Ben Cutting",2018,"Kolkata Knight Riders","Mumbai Indians",35,1,24,"All","All",35,8.75
"Ben Cutting",2018,"Punjab Kings","Mumbai Indians",43,1,24,"All","All",43,10.75
"Ben Cutting",2018,"Sunrisers Hyderabad","Mumbai Indians",40,0,24,"All","All",Inf,10
"Ben Cutting",2019,"Delhi Capitals","Mumbai Indians",27,1,12,"All","All",27,13.5
"Ben Hilfenhaus",2012,"Deccan Chargers","Chennai Super Kings",31,1,24,"All","All",31,7.75
"Ben Hilfenhaus",2012,"Delhi Capitals","Chennai Super Kings",44,4,42,"All","All",11,6.28571428571429
"Ben Hilfenhaus",2012,"Kolkata Knight Riders","Chennai Super Kings",51,3,42,"All","All",17,7.28571428571428
"Ben Hilfenhaus",2012,"Mumbai Indians","Chennai Super Kings",79,3,48,"All","All",26.3333333333333,9.875
"Ben Hilfenhaus",2012,"Punjab Kings","Chennai Super Kings",20,1,24,"All","All",20,5
"Ben Hilfenhaus",2012,"Rajasthan Royals","Chennai Super Kings",8,2,24,"All","All",4,2
"Ben Hilfenhaus",2014,"Delhi Capitals","Chennai Super Kings",43,2,36,"All","All",21.5,7.16666666666667
"Ben Hilfenhaus",2014,"Kolkata Knight Riders","Chennai Super Kings",64,0,36,"All","All",Inf,10.6666666666667
"Ben Hilfenhaus",2014,"Mumbai Indians","Chennai Super Kings",39,2,24,"All","All",19.5,9.75
"Ben Hilfenhaus",2014,"Punjab Kings","Chennai Super Kings",36,1,24,"All","All",36,9
"Ben Hilfenhaus",2014,"Rajasthan Royals","Chennai Super Kings",32,1,24,"All","All",32,8
"Ben Hilfenhaus",2014,"Sunrisers Hyderabad","Chennai Super Kings",32,2,24,"All","All",16,8
"Ben Laughlin",2013,"Mumbai Indians","Chennai Super Kings",71,1,42,"All","All",71,10.1428571428571
"Ben Laughlin",2018,"Chennai Super Kings","Rajasthan Royals",38,2,24,"All","All",19,9.5
"Ben Laughlin",2018,"Delhi Capitals","Rajasthan Royals",20,2,12,"All","All",10,10
"Ben Laughlin",2018,"Kolkata Knight Riders","Rajasthan Royals",72,2,41,"All","All",36,10.5365853658537
"Ben Laughlin",2018,"Royal Challengers Bangalore","Rajasthan Royals",61,3,36,"All","All",20.3333333333333,10.1666666666667
"Ben Laughlin",2018,"Sunrisers Hyderabad","Rajasthan Royals",20,0,13,"All","All",Inf,9.23076923076923
"Ben Rohrer",2013,"Rajasthan Royals","Delhi Capitals",12,0,6,"All","All",Inf,12
"Ben Stokes",2017,"Delhi Capitals","Rising Pune Supergiants",72,2,48,"All","All",36,9
"Ben Stokes",2017,"Gujarat Lions","Rising Pune Supergiants",54,0,42,"All","All",Inf,7.71428571428572
"Ben Stokes",2017,"Kolkata Knight Riders","Rising Pune Supergiants",24,1,24,"All","All",24,6
"Ben Stokes",2017,"Mumbai Indians","Rising Pune Supergiants",57,3,48,"All","All",19,7.125
"Ben Stokes",2017,"Punjab Kings","Rising Pune Supergiants",42,0,42,"All","All",Inf,6
"Ben Stokes",2017,"Royal Challengers Bangalore","Rising Pune Supergiants",18,3,24,"All","All",6,4.5
"Ben Stokes",2017,"Sunrisers Hyderabad","Rising Pune Supergiants",49,3,36,"All","All",16.3333333333333,8.16666666666667
"Ben Stokes",2018,"Chennai Super Kings","Rajasthan Royals",70,0,42,"All","All",Inf,10
"Ben Stokes",2018,"Delhi Capitals","Rajasthan Royals",28,0,18,"All","All",Inf,9.33333333333333
"Ben Stokes",2018,"Kolkata Knight Riders","Rajasthan Royals",40,3,42,"All","All",13.3333333333333,5.71428571428571
"Ben Stokes",2018,"Mumbai Indians","Rajasthan Royals",57,2,42,"All","All",28.5,8.14285714285714
"Ben Stokes",2018,"Punjab Kings","Rajasthan Royals",35,2,30,"All","All",17.5,7
"Ben Stokes",2018,"Royal Challengers Bangalore","Rajasthan Royals",32,1,18,"All","All",32,10.6666666666667
"Ben Stokes",2018,"Sunrisers Hyderabad","Rajasthan Royals",41,0,30,"All","All",Inf,8.2
"Ben Stokes",2019,"Chennai Super Kings","Rajasthan Royals",69,3,36,"All","All",23,11.5
"Ben Stokes",2019,"Kolkata Knight Riders","Rajasthan Royals",3,0,5,"All","All",Inf,3.6
"Ben Stokes",2019,"Punjab Kings","Rajasthan Royals",48,2,24,"All","All",24,12
"Ben Stokes",2019,"Royal Challengers Bangalore","Rajasthan Royals",29,0,18,"All","All",Inf,9.66666666666667
"Ben Stokes",2019,"Sunrisers Hyderabad","Rajasthan Royals",40,1,18,"All","All",40,13.3333333333333
"Ben Stokes",2020,"Chennai Super Kings","Rajasthan Royals",27,0,18,"All","All",Inf,9
"Ben Stokes",2020,"Delhi Capitals","Rajasthan Royals",24,0,12,"All","All",Inf,12
"Ben Stokes",2020,"Kolkata Knight Riders","Rajasthan Royals",40,0,18,"All","All",Inf,13.3333333333333
"Ben Stokes",2020,"Punjab Kings","Rajasthan Royals",32,2,24,"All","All",16,8
"Ben Stokes",2020,"Sunrisers Hyderabad","Rajasthan Royals",31,0,18,"All","All",Inf,10.3333333333333
"Ben Stokes",2021,"Punjab Kings","Rajasthan Royals",12,0,6,"All","All",Inf,12
"Beuran Hendricks",2014,"Delhi Capitals","Punjab Kings",36,3,24,"All","All",12,9
"Beuran Hendricks",2014,"Mumbai Indians","Punjab Kings",33,1,24,"All","All",33,8.25
"Beuran Hendricks",2014,"Rajasthan Royals","Punjab Kings",57,0,24,"All","All",Inf,14.25
"Beuran Hendricks",2015,"Chennai Super Kings","Punjab Kings",25,1,18,"All","All",25,8.33333333333333
"Beuran Hendricks",2015,"Kolkata Knight Riders","Punjab Kings",35,1,24,"All","All",35,8.75
"Beuran Hendricks",2015,"Royal Challengers Bangalore","Punjab Kings",9,1,12,"All","All",9,4.5
"Beuran Hendricks",2015,"Sunrisers Hyderabad","Punjab Kings",40,2,24,"All","All",20,10
"Bharat Chipli",2011,"Delhi Capitals","Deccan Chargers",20,0,6,"All","All",Inf,20
"Bhargav Bhatt",2011,"Chennai Super Kings","Punjab Kings",35,0,18,"All","All",Inf,11.6666666666667
"Bhargav Bhatt",2011,"Deccan Chargers","Punjab Kings",33,0,18,"All","All",Inf,11
"Bhargav Bhatt",2011,"Kochi Tuskers Kerala","Punjab Kings",36,0,24,"All","All",Inf,9
"Bhargav Bhatt",2011,"Kolkata Knight Riders","Punjab Kings",22,2,24,"All","All",11,5.5
"Bhargav Bhatt",2011,"Mumbai Indians","Punjab Kings",48,4,41,"All","All",12,7.02439024390244
"Bhargav Bhatt",2011,"Pune Warriors","Punjab Kings",35,1,24,"All","All",35,8.75
"Bhargav Bhatt",2011,"Rajasthan Royals","Punjab Kings",20,2,18,"All","All",10,6.66666666666667
"Bhargav Bhatt",2012,"Chennai Super Kings","Punjab Kings",13,0,12,"All","All",Inf,6.5
"Bhargav Bhatt",2012,"Kolkata Knight Riders","Punjab Kings",56,2,45,"All","All",28,7.46666666666667
"Bhargav Bhatt",2012,"Mumbai Indians","Punjab Kings",67,0,42,"All","All",Inf,9.57142857142857
"Bhargav Bhatt",2013,"Delhi Capitals","Punjab Kings",11,1,12,"All","All",11,5.5
"Bhargav Bhatt",2013,"Kolkata Knight Riders","Punjab Kings",21,0,18,"All","All",Inf,7
"Bhuvneshwar Kumar",2011,"Deccan Chargers","Pune Warriors",34,0,30,"All","All",Inf,6.8
"Bhuvneshwar Kumar",2011,"Kolkata Knight Riders","Pune Warriors",19,1,18,"All","All",19,6.33333333333333
"Bhuvneshwar Kumar",2011,"Punjab Kings","Pune Warriors",14,2,18,"All","All",7,4.66666666666667
"Bhuvneshwar Kumar",2012,"Chennai Super Kings","Pune Warriors",37,0,18,"All","All",Inf,12.3333333333333
"Bhuvneshwar Kumar",2012,"Deccan Chargers","Pune Warriors",56,2,48,"All","All",28,7
"Bhuvneshwar Kumar",2012,"Kolkata Knight Riders","Pune Warriors",49,3,48,"All","All",16.3333333333333,6.125
"Bhuvneshwar Kumar",2012,"Mumbai Indians","Pune Warriors",22,2,30,"All","All",11,4.4
"Bhuvneshwar Kumar",2012,"Rajasthan Royals","Pune Warriors",50,1,42,"All","All",50,7.14285714285714
"Bhuvneshwar Kumar",2012,"Royal Challengers Bangalore","Pune Warriors",67,0,48,"All","All",Inf,8.375
"Bhuvneshwar Kumar",2013,"Chennai Super Kings","Pune Warriors",36,2,48,"All","All",18,4.5
"Bhuvneshwar Kumar",2013,"Delhi Capitals","Pune Warriors",56,0,48,"All","All",Inf,7
"Bhuvneshwar Kumar",2013,"Kolkata Knight Riders","Pune Warriors",47,4,48,"All","All",11.75,5.875
"Bhuvneshwar Kumar",2013,"Mumbai Indians","Pune Warriors",28,0,24,"All","All",Inf,7
"Bhuvneshwar Kumar",2013,"Punjab Kings","Pune Warriors",47,1,36,"All","All",47,7.83333333333333
"Bhuvneshwar Kumar",2013,"Rajasthan Royals","Pune Warriors",79,2,48,"All","All",39.5,9.875
"Bhuvneshwar Kumar",2013,"Royal Challengers Bangalore","Pune Warriors",43,0,42,"All","All",Inf,6.14285714285714
"Bhuvneshwar Kumar",2013,"Sunrisers Hyderabad","Pune Warriors",35,4,48,"All","All",8.75,4.375
"Bhuvneshwar Kumar",2014,"Chennai Super Kings","Sunrisers Hyderabad",59,2,48,"All","All",29.5,7.375
"Bhuvneshwar Kumar",2014,"Delhi Capitals","Sunrisers Hyderabad",63,1,48,"All","All",63,7.875
"Bhuvneshwar Kumar",2014,"Kolkata Knight Riders","Sunrisers Hyderabad",59,0,36,"All","All",Inf,9.83333333333333
"Bhuvneshwar Kumar",2014,"Mumbai Indians","Sunrisers Hyderabad",38,4,48,"All","All",9.5,4.75
"Bhuvneshwar Kumar",2014,"Punjab Kings","Sunrisers Hyderabad",57,4,46,"All","All",14.25,7.43478260869565
"Bhuvneshwar Kumar",2014,"Rajasthan Royals","Sunrisers Hyderabad",35,5,45,"All","All",7,4.66666666666667
"Bhuvneshwar Kumar",2014,"Royal Challengers Bangalore","Sunrisers Hyderabad",43,4,48,"All","All",10.75,5.375
"Bhuvneshwar Kumar",2015,"Chennai Super Kings","Sunrisers Hyderabad",63,2,48,"All","All",31.5,7.875
"Bhuvneshwar Kumar",2015,"Delhi Capitals","Sunrisers Hyderabad",41,2,48,"All","All",20.5,5.125
"Bhuvneshwar Kumar",2015,"Kolkata Knight Riders","Sunrisers Hyderabad",66,3,42,"All","All",22,9.42857142857143
"Bhuvneshwar Kumar",2015,"Mumbai Indians","Sunrisers Hyderabad",42,3,42,"All","All",14,6
"Bhuvneshwar Kumar",2015,"Punjab Kings","Sunrisers Hyderabad",57,3,48,"All","All",19,7.125
"Bhuvneshwar Kumar",2015,"Rajasthan Royals","Sunrisers Hyderabad",69,3,48,"All","All",23,8.625
"Bhuvneshwar Kumar",2015,"Royal Challengers Bangalore","Sunrisers Hyderabad",69,2,34,"All","All",34.5,12.1764705882353
"Bhuvneshwar Kumar",2016,"Delhi Capitals","Sunrisers Hyderabad",65,0,48,"All","All",Inf,8.125
"Bhuvneshwar Kumar",2016,"Gujarat Lions","Sunrisers Hyderabad",84,8,72,"All","All",10.5,7
"Bhuvneshwar Kumar",2016,"Kolkata Knight Riders","Sunrisers Hyderabad",79,5,72,"All","All",15.8,6.58333333333333
"Bhuvneshwar Kumar",2016,"Mumbai Indians","Sunrisers Hyderabad",40,2,42,"All","All",20,5.71428571428571
"Bhuvneshwar Kumar",2016,"Punjab Kings","Sunrisers Hyderabad",69,3,48,"All","All",23,8.625
"Bhuvneshwar Kumar",2016,"Rising Pune Supergiants","Sunrisers Hyderabad",37,2,42,"All","All",18.5,5.28571428571429
"Bhuvneshwar Kumar",2016,"Royal Challengers Bangalore","Sunrisers Hyderabad",116,3,72,"All","All",38.6666666666667,9.66666666666667
"Bhuvneshwar Kumar",2017,"Delhi Capitals","Sunrisers Hyderabad",62,1,48,"All","All",62,7.75
"Bhuvneshwar Kumar",2017,"Gujarat Lions","Sunrisers Hyderabad",46,4,44,"All","All",11.5,6.27272727272727
"Bhuvneshwar Kumar",2017,"Kolkata Knight Riders","Sunrisers Hyderabad",60,6,54,"All","All",10,6.66666666666667
"Bhuvneshwar Kumar",2017,"Mumbai Indians","Sunrisers Hyderabad",50,5,48,"All","All",10,6.25
"Bhuvneshwar Kumar",2017,"Punjab Kings","Sunrisers Hyderabad",46,7,48,"All","All",6.57142857142857,5.75
"Bhuvneshwar Kumar",2017,"Rising Pune Supergiants","Sunrisers Hyderabad",78,1,48,"All","All",78,9.75
"Bhuvneshwar Kumar",2017,"Royal Challengers Bangalore","Sunrisers Hyderabad",27,2,24,"All","All",13.5,6.75
"Bhuvneshwar Kumar",2018,"Chennai Super Kings","Sunrisers Hyderabad",91,2,85,"All","All",45.5,6.42352941176471
"Bhuvneshwar Kumar",2018,"Delhi Capitals","Sunrisers Hyderabad",84,1,48,"All","All",84,10.5
"Bhuvneshwar Kumar",2018,"Kolkata Knight Riders","Sunrisers Hyderabad",97,3,72,"All","All",32.3333333333333,8.08333333333333
"Bhuvneshwar Kumar",2018,"Punjab Kings","Sunrisers Hyderabad",25,1,24,"All","All",25,6.25
"Bhuvneshwar Kumar",2018,"Rajasthan Royals","Sunrisers Hyderabad",30,1,24,"All","All",30,7.5
"Bhuvneshwar Kumar",2018,"Royal Challengers Bangalore","Sunrisers Hyderabad",27,1,24,"All","All",27,6.75
"Bhuvneshwar Kumar",2019,"Chennai Super Kings","Sunrisers Hyderabad",39,1,48,"All","All",39,4.875
"Bhuvneshwar Kumar",2019,"Delhi Capitals","Sunrisers Hyderabad",102,6,72,"All","All",17,8.5
"Bhuvneshwar Kumar",2019,"Kolkata Knight Riders","Sunrisers Hyderabad",72,2,48,"All","All",36,9
"Bhuvneshwar Kumar",2019,"Mumbai Indians","Sunrisers Hyderabad",63,2,48,"All","All",31.5,7.875
"Bhuvneshwar Kumar",2019,"Punjab Kings","Sunrisers Hyderabad",59,0,48,"All","All",Inf,7.375
"Bhuvneshwar Kumar",2019,"Rajasthan Royals","Sunrisers Hyderabad",77,0,48,"All","All",Inf,9.625
"Bhuvneshwar Kumar",2019,"Royal Challengers Bangalore","Sunrisers Hyderabad",49,2,42,"All","All",24.5,7
"Bhuvneshwar Kumar",2020,"Chennai Super Kings","Sunrisers Hyderabad",20,1,19,"All","All",20,6.31578947368421
"Bhuvneshwar Kumar",2020,"Delhi Capitals","Sunrisers Hyderabad",25,2,24,"All","All",12.5,6.25
"Bhuvneshwar Kumar",2020,"Kolkata Knight Riders","Sunrisers Hyderabad",29,0,18,"All","All",Inf,9.66666666666667
"Bhuvneshwar Kumar",2020,"Royal Challengers Bangalore","Sunrisers Hyderabad",25,0,24,"All","All",Inf,6.25
"Bhuvneshwar Kumar",2021,"Chennai Super Kings","Sunrisers Hyderabad",34,0,24,"All","All",Inf,8.5
"Bhuvneshwar Kumar",2021,"Delhi Capitals","Sunrisers Hyderabad",21,0,18,"All","All",Inf,7
"Bhuvneshwar Kumar",2021,"Kolkata Knight Riders","Sunrisers Hyderabad",65,1,48,"All","All",65,8.125
"Bhuvneshwar Kumar",2021,"Mumbai Indians","Sunrisers Hyderabad",45,0,24,"All","All",Inf,11.25
"Bhuvneshwar Kumar",2021,"Punjab Kings","Sunrisers Hyderabad",50,2,42,"All","All",25,7.14285714285714
"Bhuvneshwar Kumar",2021,"Rajasthan Royals","Sunrisers Hyderabad",65,1,48,"All","All",65,8.125
"Bhuvneshwar Kumar",2021,"Royal Challengers Bangalore","Sunrisers Hyderabad",55,2,48,"All","All",27.5,6.875
"Bhuvneshwar Kumar",2022,"Chennai Super Kings","Sunrisers Hyderabad",58,1,48,"All","All",58,7.25
"Bhuvneshwar Kumar",2022,"Delhi Capitals","Sunrisers Hyderabad",25,1,24,"All","All",25,6.25
"Bhuvneshwar Kumar",2022,"Gujarat Titans","Sunrisers Hyderabad",70,2,48,"All","All",35,8.75
"Bhuvneshwar Kumar",2022,"Kolkata Knight Riders","Sunrisers Hyderabad",64,2,48,"All","All",32,8
"Bhuvneshwar Kumar",2022,"Lucknow Super Giants","Sunrisers Hyderabad",25,0,24,"All","All",Inf,6.25
"Bhuvneshwar Kumar",2022,"Mumbai Indians","Sunrisers Hyderabad",26,1,24,"All","All",26,6.5
"Bhuvneshwar Kumar",2022,"Punjab Kings","Sunrisers Hyderabad",44,3,36,"All","All",14.6666666666667,7.33333333333333
"Bhuvneshwar Kumar",2022,"Rajasthan Royals","Sunrisers Hyderabad",29,1,24,"All","All",29,7.25
"Bhuvneshwar Kumar",2022,"Royal Challengers Bangalore","Sunrisers Hyderabad",42,1,37,"All","All",42,6.81081081081081
"Billy Stanlake",2017,"Delhi Capitals","Royal Challengers Bangalore",29,2,24,"All","All",14.5,7.25
"Billy Stanlake",2017,"Punjab Kings","Royal Challengers Bangalore",41,0,24,"All","All",Inf,10.25
"Billy Stanlake",2018,"Chennai Super Kings","Sunrisers Hyderabad",38,0,24,"All","All",Inf,9.5
"Billy Stanlake",2018,"Kolkata Knight Riders","Sunrisers Hyderabad",21,2,24,"All","All",10.5,5.25
"Billy Stanlake",2018,"Mumbai Indians","Sunrisers Hyderabad",42,2,24,"All","All",21,10.5
"Billy Stanlake",2018,"Rajasthan Royals","Sunrisers Hyderabad",29,1,24,"All","All",29,7.25
"Bipul Sharma",2010,"Deccan Chargers","Punjab Kings",19,1,12,"All","All",19,9.5
"Bipul Sharma",2010,"Rajasthan Royals","Punjab Kings",12,0,6,"All","All",Inf,12
"Bipul Sharma",2010,"Royal Challengers Bangalore","Punjab Kings",63,2,42,"All","All",31.5,9
"Bipul Sharma",2011,"Kochi Tuskers Kerala","Punjab Kings",32,2,24,"All","All",16,8
"Bipul Sharma",2011,"Kolkata Knight Riders","Punjab Kings",9,0,12,"All","All",Inf,4.5
"Bipul Sharma",2011,"Mumbai Indians","Punjab Kings",37,2,36,"All","All",18.5,6.16666666666667
"Bipul Sharma",2012,"Chennai Super Kings","Punjab Kings",11,0,6,"All","All",Inf,11
"Bipul Sharma",2012,"Pune Warriors","Punjab Kings",40,0,16,"All","All",Inf,15
"Bipul Sharma",2012,"Rajasthan Royals","Punjab Kings",28,0,24,"All","All",Inf,7
"Bipul Sharma",2013,"Rajasthan Royals","Punjab Kings",21,1,24,"All","All",21,5.25
"Bipul Sharma",2015,"Kolkata Knight Riders","Sunrisers Hyderabad",37,1,30,"All","All",37,7.4
"Bipul Sharma",2015,"Punjab Kings","Sunrisers Hyderabad",13,2,12,"All","All",6.5,6.5
"Bipul Sharma",2016,"Gujarat Lions","Sunrisers Hyderabad",31,2,30,"All","All",15.5,6.2
"Bipul Sharma",2016,"Kolkata Knight Riders","Sunrisers Hyderabad",16,0,12,"All","All",Inf,8
"Bipul Sharma",2016,"Mumbai Indians","Sunrisers Hyderabad",40,0,24,"All","All",Inf,10
"Bipul Sharma",2016,"Rising Pune Supergiants","Sunrisers Hyderabad",17,0,6,"All","All",Inf,17
"Bipul Sharma",2016,"Royal Challengers Bangalore","Sunrisers Hyderabad",17,1,12,"All","All",17,8.5
"Bipul Sharma",2017,"Gujarat Lions","Sunrisers Hyderabad",24,0,24,"All","All",Inf,6
"Bipul Sharma",2017,"Kolkata Knight Riders","Sunrisers Hyderabad",32,0,20,"All","All",Inf,9.6
"Bipul Sharma",2017,"Rising Pune Supergiants","Sunrisers Hyderabad",69,2,48,"All","All",34.5,8.625
"Bipul Sharma",2017,"Royal Challengers Bangalore","Sunrisers Hyderabad",4,1,6,"All","All",4,4
"Brad Hodge",2009,"Chennai Super Kings","Kolkata Knight Riders",12,0,12,"All","All",Inf,6
"Brad Hodge",2009,"Deccan Chargers","Kolkata Knight Riders",23,1,18,"All","All",23,7.66666666666667
"Brad Hodge",2009,"Delhi Capitals","Kolkata Knight Riders",20,0,18,"All","All",Inf,6.66666666666667
"Brad Hodge",2009,"Mumbai Indians","Kolkata Knight Riders",42,2,30,"All","All",21,8.4
"Brad Hodge",2009,"Punjab Kings","Kolkata Knight Riders",13,1,12,"All","All",13,6.5
"Brad Hodge",2009,"Rajasthan Royals","Kolkata Knight Riders",22,0,6,"All","All",Inf,22
"Brad Hodge",2009,"Royal Challengers Bangalore","Kolkata Knight Riders",29,3,24,"All","All",9.66666666666667,7.25
"Brad Hodge",2010,"Chennai Super Kings","Kolkata Knight Riders",4,1,6,"All","All",4,4
"Brad Hodge",2010,"Deccan Chargers","Kolkata Knight Riders",14,1,12,"All","All",14,7
"Brad Hodge",2010,"Rajasthan Royals","Kolkata Knight Riders",12,0,6,"All","All",Inf,12
"Brad Hodge",2010,"Royal Challengers Bangalore","Kolkata Knight Riders",11,0,6,"All","All",Inf,11
