"Bowling_Team","Bowler","Season","Batting_Team","Runs","Wickets","Balls","Stadium","Average","Economy"
"Kolkata Knight Riders","Brad Hodge",2010,"Rajasthan Royals",12,0,6,"All",Inf,12
"Kolkata Knight Riders","Brad Hodge",2010,"Royal Challengers Bangalore",11,0,6,"All",Inf,11
"Kolkata Knight Riders","Brad Hogg",2015,"Chennai Super Kings",47,5,48,"All",9.4,5.875
"Kolkata Knight Riders","Brad Hogg",2015,"Delhi Capitals",27,1,18,"All",27,9
"Kolkata Knight Riders","Brad Hogg",2015,"Punjab Kings",30,0,24,"All",Inf,7.5
"Kolkata Knight Riders","Brad Hogg",2015,"Royal Challengers Bangalore",23,1,12,"All",23,11.5
"Kolkata Knight Riders","Brad Hogg",2015,"Sunrisers Hyderabad",17,2,24,"All",8.5,4.25
"Kolkata Knight Riders","Brad Hogg",2016,"Delhi Capitals",58,3,48,"All",19.3333333333333,7.25
"Kolkata Knight Riders","Brad Hogg",2016,"Gujarat Lions",19,1,12,"All",19,9.5
"Kolkata Knight Riders","Brad Hogg",2016,"Mumbai Indians",37,0,24,"All",Inf,9.25
"Kolkata Knight Riders","Brad Hogg",2016,"Punjab Kings",28,0,12,"All",Inf,14
"Kolkata Knight Riders","Brett Lee",2011,"Chennai Super Kings",8,0,24,"All",Inf,2
"Kolkata Knight Riders","Brett Lee",2011,"Deccan Chargers",30,1,24,"All",30,7.5
"Kolkata Knight Riders","Brett Lee",2011,"Delhi Capitals",24,0,24,"All",Inf,6
"Kolkata Knight Riders","Brett Lee",2011,"Kochi Tuskers Kerala",75,1,48,"All",75,9.375
"Kolkata Knight Riders","Brett Lee",2011,"Mumbai Indians",74,1,48,"All",74,9.25
"Kolkata Knight Riders","Brett Lee",2011,"Pune Warriors",28,0,24,"All",Inf,7
"Kolkata Knight Riders","Brett Lee",2011,"Punjab Kings",27,0,24,"All",Inf,6.75
"Kolkata Knight Riders","Brett Lee",2011,"Rajasthan Royals",41,1,38,"All",41,6.47368421052632
"Kolkata Knight Riders","Brett Lee",2011,"Royal Challengers Bangalore",31,1,18,"All",31,10.3333333333333
"Kolkata Knight Riders","Brett Lee",2012,"Chennai Super Kings",76,1,48,"All",76,9.5
"Kolkata Knight Riders","Brett Lee",2012,"Deccan Chargers",15,1,24,"All",15,3.75
"Kolkata Knight Riders","Brett Lee",2012,"Delhi Capitals",54,1,36,"All",54,9
"Kolkata Knight Riders","Brett Lee",2012,"Mumbai Indians",44,0,24,"All",Inf,11
"Kolkata Knight Riders","Brett Lee",2012,"Punjab Kings",26,2,24,"All",13,6.5
"Kolkata Knight Riders","Brett Lee",2012,"Rajasthan Royals",29,2,24,"All",14.5,7.25
"Kolkata Knight Riders","Brett Lee",2012,"Royal Challengers Bangalore",55,0,48,"All",Inf,6.875
"Kolkata Knight Riders","Brett Lee",2013,"Delhi Capitals",66,3,48,"All",22,8.25
"Kolkata Knight Riders","Brett Lee",2013,"Rajasthan Royals",20,1,24,"All",20,5
"Kolkata Knight Riders","Carlos Brathwaite",2019,"Delhi Capitals",13,0,6,"All",Inf,13
"Kolkata Knight Riders","Carlos Brathwaite",2019,"Rajasthan Royals",16,0,12,"All",Inf,8
"Kolkata Knight Riders","Charl Langeveldt",2009,"Rajasthan Royals",15,3,24,"All",5,3.75
"Kolkata Knight Riders","Charl Langeveldt",2010,"Deccan Chargers",26,2,24,"All",13,6.5
"Kolkata Knight Riders","Charl Langeveldt",2010,"Delhi Capitals",35,2,18,"All",17.5,11.6666666666667
"Kolkata Knight Riders","Charl Langeveldt",2010,"Royal Challengers Bangalore",27,1,24,"All",27,6.75
"Kolkata Knight Riders","Chris Gayle",2009,"Deccan Chargers",14,0,6,"All",Inf,14
"Kolkata Knight Riders","Chris Gayle",2009,"Mumbai Indians",45,1,36,"All",45,7.5
"Kolkata Knight Riders","Chris Gayle",2009,"Punjab Kings",34,0,24,"All",Inf,8.5
"Kolkata Knight Riders","Chris Gayle",2009,"Rajasthan Royals",20,0,24,"All",Inf,5
"Kolkata Knight Riders","Chris Gayle",2009,"Royal Challengers Bangalore",31,0,23,"All",Inf,8.08695652173913
"Kolkata Knight Riders","Chris Gayle",2010,"Chennai Super Kings",35,1,18,"All",35,11.6666666666667
"Kolkata Knight Riders","Chris Gayle",2010,"Deccan Chargers",9,1,6,"All",9,9
"Kolkata Knight Riders","Chris Gayle",2010,"Delhi Capitals",38,1,24,"All",38,9.5
"Kolkata Knight Riders","Chris Gayle",2010,"Mumbai Indians",31,0,24,"All",Inf,7.75
"Kolkata Knight Riders","Chris Gayle",2010,"Punjab Kings",39,1,24,"All",39,9.75
"Kolkata Knight Riders","Chris Green",2020,"Mumbai Indians",24,0,17,"All",Inf,8.47058823529412
"Kolkata Knight Riders","Chris Woakes",2017,"Delhi Capitals",51,1,42,"All",51,7.28571428571428
"Kolkata Knight Riders","Chris Woakes",2017,"Gujarat Lions",55,1,30,"All",55,11
"Kolkata Knight Riders","Chris Woakes",2017,"Mumbai Indians",34,1,24,"All",34,8.5
"Kolkata Knight Riders","Chris Woakes",2017,"Punjab Kings",50,4,42,"All",12.5,7.14285714285714
"Kolkata Knight Riders","Chris Woakes",2017,"Rising Pune Supergiants",56,3,42,"All",18.6666666666667,8
"Kolkata Knight Riders","Chris Woakes",2017,"Royal Challengers Bangalore",45,4,36,"All",11.25,7.5
"Kolkata Knight Riders","Chris Woakes",2017,"Sunrisers Hyderabad",95,3,48,"All",31.6666666666667,11.875
"Kolkata Knight Riders","Colin Munro",2016,"Delhi Capitals",7,0,6,"All",Inf,7
"Kolkata Knight Riders","Colin Munro",2016,"Sunrisers Hyderabad",8,0,6,"All",Inf,8
"Kolkata Knight Riders","Colin de Grandhomme",2017,"Delhi Capitals",27,0,12,"All",Inf,13.5
"Kolkata Knight Riders","Colin de Grandhomme",2017,"Mumbai Indians",16,0,12,"All",Inf,8
"Kolkata Knight Riders","Colin de Grandhomme",2017,"Punjab Kings",52,1,36,"All",52,8.66666666666667
"Kolkata Knight Riders","Colin de Grandhomme",2017,"Rising Pune Supergiants",21,0,14,"All",Inf,9
"Kolkata Knight Riders","Colin de Grandhomme",2017,"Royal Challengers Bangalore",19,3,22,"All",6.33333333333333,5.18181818181818
"Kolkata Knight Riders","David Hussey",2008,"Chennai Super Kings",10,0,6,"All",Inf,10
"Kolkata Knight Riders","David Hussey",2008,"Deccan Chargers",35,1,18,"All",35,11.6666666666667
"Kolkata Knight Riders","David Hussey",2008,"Punjab Kings",59,1,42,"All",59,8.42857142857143
"Kolkata Knight Riders","David Hussey",2008,"Rajasthan Royals",26,0,12,"All",Inf,13
"Kolkata Knight Riders","David Hussey",2009,"Chennai Super Kings",18,0,12,"All",Inf,9
"Kolkata Knight Riders","David Hussey",2009,"Deccan Chargers",6,0,6,"All",Inf,6
"Kolkata Knight Riders","David Hussey",2009,"Royal Challengers Bangalore",10,0,6,"All",Inf,10
"Kolkata Knight Riders","David Hussey",2010,"Chennai Super Kings",22,0,12,"All",Inf,11
"Kolkata Knight Riders","David Hussey",2010,"Delhi Capitals",24,0,24,"All",Inf,6
"Kolkata Knight Riders","David Hussey",2010,"Mumbai Indians",14,0,12,"All",Inf,7
"Kolkata Knight Riders","David Hussey",2010,"Punjab Kings",20,0,12,"All",Inf,10
"Kolkata Knight Riders","Harbhajan Singh",2021,"Mumbai Indians",17,0,12,"All",Inf,8.5
"Kolkata Knight Riders","Harbhajan Singh",2021,"Royal Challengers Bangalore",38,0,24,"All",Inf,9.5
"Kolkata Knight Riders","Harbhajan Singh",2021,"Sunrisers Hyderabad",8,0,6,"All",Inf,8
"Kolkata Knight Riders","Harry Gurney",2019,"Chennai Super Kings",57,1,36,"All",57,9.5
"Kolkata Knight Riders","Harry Gurney",2019,"Mumbai Indians",57,2,42,"All",28.5,8.14285714285714
"Kolkata Knight Riders","Harry Gurney",2019,"Punjab Kings",41,1,24,"All",41,10.25
"Kolkata Knight Riders","Harry Gurney",2019,"Rajasthan Royals",25,2,24,"All",12.5,6.25
"Kolkata Knight Riders","Harry Gurney",2019,"Royal Challengers Bangalore",42,1,24,"All",42,10.5
"Kolkata Knight Riders","Harry Gurney",2019,"Sunrisers Hyderabad",16,0,12,"All",Inf,8
"Kolkata Knight Riders","Harshit Rana",2022,"Delhi Capitals",24,1,18,"All",24,8
"Kolkata Knight Riders","Harshit Rana",2022,"Lucknow Super Giants",27,0,12,"All",Inf,13.5
"Kolkata Knight Riders","Iqbal Abdulla",2008,"Delhi Capitals",22,0,18,"All",Inf,7.33333333333333
"Kolkata Knight Riders","Iqbal Abdulla",2010,"Chennai Super Kings",21,0,15,"All",Inf,8.4
"Kolkata Knight Riders","Iqbal Abdulla",2010,"Delhi Capitals",28,1,24,"All",28,7
"Kolkata Knight Riders","Iqbal Abdulla",2010,"Punjab Kings",12,0,12,"All",Inf,6
"Kolkata Knight Riders","Iqbal Abdulla",2011,"Chennai Super Kings",41,2,48,"All",20.5,5.125
"Kolkata Knight Riders","Iqbal Abdulla",2011,"Deccan Chargers",58,5,48,"All",11.6,7.25
"Kolkata Knight Riders","Iqbal Abdulla",2011,"Delhi Capitals",25,3,24,"All",8.33333333333333,6.25
"Kolkata Knight Riders","Iqbal Abdulla",2011,"Kochi Tuskers Kerala",39,0,36,"All",Inf,6.5
"Kolkata Knight Riders","Iqbal Abdulla",2011,"Mumbai Indians",49,1,42,"All",49,7
"Kolkata Knight Riders","Iqbal Abdulla",2011,"Pune Warriors",12,1,18,"All",12,4
"Kolkata Knight Riders","Iqbal Abdulla",2011,"Punjab Kings",19,2,24,"All",9.5,4.75
"Kolkata Knight Riders","Iqbal Abdulla",2011,"Rajasthan Royals",32,1,30,"All",32,6.4
"Kolkata Knight Riders","Iqbal Abdulla",2011,"Royal Challengers Bangalore",30,1,30,"All",30,6
"Kolkata Knight Riders","Iqbal Abdulla",2012,"Chennai Super Kings",27,0,24,"All",Inf,6.75
"Kolkata Knight Riders","Iqbal Abdulla",2012,"Delhi Capitals",32,1,30,"All",32,6.4
"Kolkata Knight Riders","Iqbal Abdulla",2012,"Mumbai Indians",23,1,24,"All",23,5.75
"Kolkata Knight Riders","Iqbal Abdulla",2012,"Pune Warriors",46,2,42,"All",23,6.57142857142857
"Kolkata Knight Riders","Iqbal Abdulla",2012,"Rajasthan Royals",16,0,12,"All",Inf,8
"Kolkata Knight Riders","Iqbal Abdulla",2013,"Mumbai Indians",65,1,48,"All",65,8.125
"Kolkata Knight Riders","Iqbal Abdulla",2013,"Pune Warriors",26,2,24,"All",13,6.5
"Kolkata Knight Riders","Iqbal Abdulla",2013,"Rajasthan Royals",22,1,18,"All",22,7.33333333333333
"Kolkata Knight Riders","Iqbal Abdulla",2013,"Sunrisers Hyderabad",29,3,23,"All",9.66666666666667,7.56521739130435
"Kolkata Knight Riders","Ishant Sharma",2008,"Chennai Super Kings",42,0,30,"All",Inf,8.4
"Kolkata Knight Riders","Ishant Sharma",2008,"Deccan Chargers",36,1,36,"All",36,6
"Kolkata Knight Riders","Ishant Sharma",2008,"Delhi Capitals",18,0,18,"All",Inf,6
"Kolkata Knight Riders","Ishant Sharma",2008,"Mumbai Indians",62,2,37,"All",31,10.0540540540541
"Kolkata Knight Riders","Ishant Sharma",2008,"Punjab Kings",90,0,48,"All",Inf,11.25
"Kolkata Knight Riders","Ishant Sharma",2008,"Rajasthan Royals",49,2,42,"All",24.5,7
"Kolkata Knight Riders","Ishant Sharma",2008,"Royal Challengers Bangalore",32,2,42,"All",16,4.57142857142857
"Kolkata Knight Riders","Ishant Sharma",2009,"Deccan Chargers",36,0,42,"All",Inf,5.14285714285714
"Kolkata Knight Riders","Ishant Sharma",2009,"Delhi Capitals",66,2,48,"All",33,8.25
"Kolkata Knight Riders","Ishant Sharma",2009,"Mumbai Indians",53,2,48,"All",26.5,6.625
"Kolkata Knight Riders","Ishant Sharma",2009,"Punjab Kings",51,3,48,"All",17,6.375
"Kolkata Knight Riders","Ishant Sharma",2009,"Rajasthan Royals",36,2,24,"All",18,9
"Kolkata Knight Riders","Ishant Sharma",2009,"Royal Challengers Bangalore",55,2,48,"All",27.5,6.875
"Kolkata Knight Riders","Ishant Sharma",2010,"Chennai Super Kings",38,1,24,"All",38,9.5
"Kolkata Knight Riders","Ishant Sharma",2010,"Deccan Chargers",31,1,24,"All",31,7.75
"Kolkata Knight Riders","Ishant Sharma",2010,"Delhi Capitals",17,1,6,"All",17,17
"Kolkata Knight Riders","Ishant Sharma",2010,"Mumbai Indians",44,2,24,"All",22,11
"Kolkata Knight Riders","Ishant Sharma",2010,"Rajasthan Royals",33,2,24,"All",16.5,8.25
"Kolkata Knight Riders","Ishant Sharma",2010,"Royal Challengers Bangalore",73,0,48,"All",Inf,9.125
"Kolkata Knight Riders","Jacques Kallis",2011,"Chennai Super Kings",43,2,24,"All",21.5,10.75
"Kolkata Knight Riders","Jacques Kallis",2011,"Deccan Chargers",12,1,12,"All",12,6
"Kolkata Knight Riders","Jacques Kallis",2011,"Delhi Capitals",11,0,12,"All",Inf,5.5
"Kolkata Knight Riders","Jacques Kallis",2011,"Kochi Tuskers Kerala",21,0,18,"All",Inf,7
"Kolkata Knight Riders","Jacques Kallis",2011,"Mumbai Indians",18,2,24,"All",9,4.5
"Kolkata Knight Riders","Jacques Kallis",2011,"Pune Warriors",18,0,12,"All",Inf,9
"Kolkata Knight Riders","Jacques Kallis",2011,"Rajasthan Royals",31,0,24,"All",Inf,7.75
"Kolkata Knight Riders","Jacques Kallis",2011,"Royal Challengers Bangalore",16,2,18,"All",8,5.33333333333333
"Kolkata Knight Riders","Jacques Kallis",2012,"Chennai Super Kings",80,3,66,"All",26.6666666666667,7.27272727272727
"Kolkata Knight Riders","Jacques Kallis",2012,"Deccan Chargers",16,0,12,"All",Inf,8
"Kolkata Knight Riders","Jacques Kallis",2012,"Delhi Capitals",67,5,66,"All",13.4,6.09090909090909
"Kolkata Knight Riders","Jacques Kallis",2012,"Mumbai Indians",72,2,48,"All",36,9
"Kolkata Knight Riders","Jacques Kallis",2012,"Pune Warriors",16,1,12,"All",16,8
"Kolkata Knight Riders","Jacques Kallis",2012,"Punjab Kings",53,0,42,"All",Inf,7.57142857142857
"Kolkata Knight Riders","Jacques Kallis",2012,"Rajasthan Royals",61,0,42,"All",Inf,8.71428571428571
"Kolkata Knight Riders","Jacques Kallis",2012,"Royal Challengers Bangalore",38,4,36,"All",9.5,6.33333333333333
"Kolkata Knight Riders","Jacques Kallis",2013,"Chennai Super Kings",82,1,48,"All",82,10.25
"Kolkata Knight Riders","Jacques Kallis",2013,"Delhi Capitals",52,1,36,"All",52,8.66666666666667
"Kolkata Knight Riders","Jacques Kallis",2013,"Mumbai Indians",21,0,18,"All",Inf,7
"Kolkata Knight Riders","Jacques Kallis",2013,"Pune Warriors",75,3,48,"All",25,9.375
"Kolkata Knight Riders","Jacques Kallis",2013,"Punjab Kings",38,5,48,"All",7.6,4.75
"Kolkata Knight Riders","Jacques Kallis",2013,"Rajasthan Royals",53,1,42,"All",53,7.57142857142857
"Kolkata Knight Riders","Jacques Kallis",2013,"Royal Challengers Bangalore",47,2,48,"All",23.5,5.875
"Kolkata Knight Riders","Jacques Kallis",2013,"Sunrisers Hyderabad",26,3,30,"All",8.66666666666667,5.2
"Kolkata Knight Riders","Jacques Kallis",2014,"Chennai Super Kings",10,0,6,"All",Inf,10
"Kolkata Knight Riders","Jacques Kallis",2014,"Delhi Capitals",53,2,36,"All",26.5,8.83333333333333
"Kolkata Knight Riders","Jacques Kallis",2014,"Mumbai Indians",23,0,18,"All",Inf,7.66666666666667
"Kolkata Knight Riders","Jacques Kallis",2014,"Punjab Kings",70,1,42,"All",70,10
"Kolkata Knight Riders","Jacques Kallis",2014,"Rajasthan Royals",4,0,6,"All",Inf,4
"Kolkata Knight Riders","Jacques Kallis",2014,"Royal Challengers Bangalore",26,1,24,"All",26,6.5
"Kolkata Knight Riders","Jason Holder",2016,"Delhi Capitals",35,0,24,"All",Inf,8.75
"Kolkata Knight Riders","Jason Holder",2016,"Gujarat Lions",14,0,12,"All",Inf,7
"Kolkata Knight Riders","Jason Holder",2016,"Sunrisers Hyderabad",54,2,42,"All",27,7.71428571428572
"Kolkata Knight Riders","Javon Searles",2018,"Punjab Kings",52,1,24,"All",52,13
"Kolkata Knight Riders","Javon Searles",2018,"Rajasthan Royals",13,0,6,"All",Inf,13
"Kolkata Knight Riders","Javon Searles",2018,"Sunrisers Hyderabad",24,1,12,"All",24,12
"Kolkata Knight Riders","Jaydev Unadkat",2010,"Mumbai Indians",27,1,24,"All",27,6.75
"Kolkata Knight Riders","Jaydev Unadkat",2010,"Punjab Kings",32,0,14,"All",Inf,13.7142857142857
"Kolkata Knight Riders","Jaydev Unadkat",2010,"Rajasthan Royals",26,3,24,"All",8.66666666666667,6.5
"Kolkata Knight Riders","Jaydev Unadkat",2011,"Chennai Super Kings",11,0,6,"All",Inf,11
"Kolkata Knight Riders","Jaydev Unadkat",2011,"Deccan Chargers",36,2,24,"All",18,9
"Kolkata Knight Riders","Jaydev Unadkat",2011,"Delhi Capitals",24,1,24,"All",24,6
"Kolkata Knight Riders","Jaydev Unadkat",2011,"Kochi Tuskers Kerala",25,2,24,"All",12.5,6.25
"Kolkata Knight Riders","Jaydev Unadkat",2011,"Royal Challengers Bangalore",54,1,30,"All",54,10.8
"Kolkata Knight Riders","Jaydev Unadkat",2012,"Punjab Kings",32,0,18,"All",Inf,10.6666666666667
"Kolkata Knight Riders","Jaydev Unadkat",2016,"Mumbai Indians",49,0,18,"All",Inf,16.3333333333333
"Kolkata Knight Riders","Johan Botha",2015,"Delhi Capitals",14,0,6,"All",Inf,14
"Kolkata Knight Riders","Johan Botha",2015,"Punjab Kings",9,0,6,"All",Inf,9
"Kolkata Knight Riders","Johan Botha",2015,"Sunrisers Hyderabad",58,1,48,"All",58,7.25
"Kolkata Knight Riders","John Hastings",2016,"Delhi Capitals",6,2,16,"All",3,2.25
"Kolkata Knight Riders","John Hastings",2016,"Mumbai Indians",31,0,24,"All",Inf,7.75
"Kolkata Knight Riders","KC Cariappa",2015,"Royal Challengers Bangalore",28,1,12,"All",28,14
"Kolkata Knight Riders","KC Cariappa",2019,"Sunrisers Hyderabad",34,0,12,"All",Inf,17
"Kolkata Knight Riders","Kamlesh Nagarkoti",2020,"Chennai Super Kings",55,1,36,"All",55,9.16666666666667
"Kolkata Knight Riders","Kamlesh Nagarkoti",2020,"Delhi Capitals",46,1,30,"All",46,9.2
"Kolkata Knight Riders","Kamlesh Nagarkoti",2020,"Punjab Kings",40,0,18,"All",Inf,13.3333333333333
"Kolkata Knight Riders","Kamlesh Nagarkoti",2020,"Rajasthan Royals",37,3,36,"All",12.3333333333333,6.16666666666667
"Kolkata Knight Riders","Kamlesh Nagarkoti",2020,"Royal Challengers Bangalore",36,0,24,"All",Inf,9
"Kolkata Knight Riders","Kamlesh Nagarkoti",2020,"Sunrisers Hyderabad",17,0,12,"All",Inf,8.5
"Kolkata Knight Riders","Kamlesh Nagarkoti",2021,"Chennai Super Kings",25,0,12,"All",Inf,12.5
"Kolkata Knight Riders","Kuldeep Yadav",2016,"Mumbai Indians",37,1,24,"All",37,9.25
"Kolkata Knight Riders","Kuldeep Yadav",2016,"Sunrisers Hyderabad",63,5,48,"All",12.6,7.875
"Kolkata Knight Riders","Kuldeep Yadav",2017,"Delhi Capitals",56,0,42,"All",Inf,8
"Kolkata Knight Riders","Kuldeep Yadav",2017,"Gujarat Lions",58,4,48,"All",14.5,7.25
"Kolkata Knight Riders","Kuldeep Yadav",2017,"Mumbai Indians",60,2,42,"All",30,8.57142857142857
"Kolkata Knight Riders","Kuldeep Yadav",2017,"Punjab Kings",34,2,18,"All",17,11.3333333333333
"Kolkata Knight Riders","Kuldeep Yadav",2017,"Rising Pune Supergiants",66,3,48,"All",22,8.25
"Kolkata Knight Riders","Kuldeep Yadav",2017,"Sunrisers Hyderabad",66,1,48,"All",66,8.25
"Kolkata Knight Riders","Kuldeep Yadav",2018,"Chennai Super Kings",61,2,42,"All",30.5,8.71428571428571
"Kolkata Knight Riders","Kuldeep Yadav",2018,"Delhi Capitals",54,3,32,"All",18,10.125
"Kolkata Knight Riders","Kuldeep Yadav",2018,"Mumbai Indians",60,0,30,"All",Inf,12
"Kolkata Knight Riders","Kuldeep Yadav",2018,"Punjab Kings",42,1,18,"All",42,14
"Kolkata Knight Riders","Kuldeep Yadav",2018,"Rajasthan Royals",61,6,72,"All",10.1666666666667,5.08333333333333
"Kolkata Knight Riders","Kuldeep Yadav",2018,"Royal Challengers Bangalore",53,1,42,"All",53,7.57142857142857
"Kolkata Knight Riders","Kuldeep Yadav",2018,"Sunrisers Hyderabad",87,4,72,"All",21.75,7.25
"Kolkata Knight Riders","Kuldeep Yadav",2019,"Chennai Super Kings",44,0,42,"All",Inf,6.28571428571429
"Kolkata Knight Riders","Kuldeep Yadav",2019,"Delhi Capitals",69,2,48,"All",34.5,8.625
"Kolkata Knight Riders","Kuldeep Yadav",2019,"Punjab Kings",32,0,24,"All",Inf,8
"Kolkata Knight Riders","Kuldeep Yadav",2019,"Rajasthan Royals",33,0,24,"All",Inf,8.25
"Kolkata Knight Riders","Kuldeep Yadav",2019,"Royal Challengers Bangalore",90,2,48,"All",45,11.25
"Kolkata Knight Riders","Kuldeep Yadav",2019,"Sunrisers Hyderabad",18,0,12,"All",Inf,9
"Kolkata Knight Riders","Kuldeep Yadav",2020,"Mumbai Indians",39,0,24,"All",Inf,9.75
"Kolkata Knight Riders","Kuldeep Yadav",2020,"Rajasthan Royals",20,1,18,"All",20,6.66666666666667
"Kolkata Knight Riders","Kuldeep Yadav",2020,"Sunrisers Hyderabad",33,0,30,"All",Inf,6.6
"Kolkata Knight Riders","Lakshmipathy Balaji",2011,"Chennai Super Kings",58,1,48,"All",58,7.25
"Kolkata Knight Riders","Lakshmipathy Balaji",2011,"Deccan Chargers",58,0,42,"All",Inf,8.28571428571428
"Kolkata Knight Riders","Lakshmipathy Balaji",2011,"Delhi Capitals",38,2,24,"All",19,9.5
"Kolkata Knight Riders","Lakshmipathy Balaji",2011,"Kochi Tuskers Kerala",23,0,24,"All",Inf,5.75
"Kolkata Knight Riders","Lakshmipathy Balaji",2011,"Mumbai Indians",67,1,30,"All",67,13.4
"Kolkata Knight Riders","Lakshmipathy Balaji",2011,"Pune Warriors",7,2,6,"All",3.5,7
"Kolkata Knight Riders","Lakshmipathy Balaji",2011,"Punjab Kings",21,0,18,"All",Inf,7
"Kolkata Knight Riders","Lakshmipathy Balaji",2011,"Rajasthan Royals",46,3,42,"All",15.3333333333333,6.57142857142857
"Kolkata Knight Riders","Lakshmipathy Balaji",2011,"Royal Challengers Bangalore",53,1,32,"All",53,9.9375
"Kolkata Knight Riders","Lakshmipathy Balaji",2012,"Chennai Super Kings",33,0,24,"All",Inf,8.25
"Kolkata Knight Riders","Lakshmipathy Balaji",2012,"Deccan Chargers",22,2,24,"All",11,5.5
"Kolkata Knight Riders","Lakshmipathy Balaji",2012,"Delhi Capitals",11,1,12,"All",11,5.5
"Kolkata Knight Riders","Lakshmipathy Balaji",2012,"Mumbai Indians",11,2,24,"All",5.5,2.75
"Kolkata Knight Riders","Lakshmipathy Balaji",2012,"Pune Warriors",20,1,24,"All",20,5
"Kolkata Knight Riders","Lakshmipathy Balaji",2012,"Punjab Kings",20,1,24,"All",20,5
"Kolkata Knight Riders","Lakshmipathy Balaji",2012,"Rajasthan Royals",27,0,24,"All",Inf,6.75
"Kolkata Knight Riders","Lakshmipathy Balaji",2012,"Royal Challengers Bangalore",18,4,24,"All",4.5,4.5
"Kolkata Knight Riders","Lakshmipathy Balaji",2013,"Chennai Super Kings",73,1,48,"All",73,9.125
"Kolkata Knight Riders","Lakshmipathy Balaji",2013,"Delhi Capitals",55,2,48,"All",27.5,6.875
"Kolkata Knight Riders","Lakshmipathy Balaji",2013,"Mumbai Indians",31,0,42,"All",Inf,4.42857142857143
"Kolkata Knight Riders","Lakshmipathy Balaji",2013,"Pune Warriors",60,4,45,"All",15,8
"Kolkata Knight Riders","Lakshmipathy Balaji",2013,"Punjab Kings",83,2,48,"All",41.5,10.375
"Kolkata Knight Riders","Lakshmipathy Balaji",2013,"Royal Challengers Bangalore",55,3,45,"All",18.3333333333333,7.33333333333333
"Kolkata Knight Riders","Lakshmipathy Balaji",2013,"Sunrisers Hyderabad",30,0,24,"All",Inf,7.5
"Kolkata Knight Riders","Laxmi Shukla",2008,"Chennai Super Kings",18,0,12,"All",Inf,9
"Kolkata Knight Riders","Laxmi Shukla",2008,"Deccan Chargers",16,1,12,"All",16,8
"Kolkata Knight Riders","Laxmi Shukla",2008,"Delhi Capitals",6,3,5,"All",2,7.2
"Kolkata Knight Riders","Laxmi Shukla",2008,"Mumbai Indians",11,0,6,"All",Inf,11
"Kolkata Knight Riders","Laxmi Shukla",2008,"Punjab Kings",23,0,12,"All",Inf,11.5
"Kolkata Knight Riders","Laxmi Shukla",2008,"Rajasthan Royals",23,1,12,"All",23,11.5
"Kolkata Knight Riders","Laxmi Shukla",2008,"Royal Challengers Bangalore",27,1,13,"All",27,12.4615384615385
"Kolkata Knight Riders","Laxmi Shukla",2009,"Mumbai Indians",50,3,42,"All",16.6666666666667,7.14285714285714
"Kolkata Knight Riders","Laxmi Shukla",2009,"Punjab Kings",30,0,18,"All",Inf,10
"Kolkata Knight Riders","Laxmi Shukla",2009,"Rajasthan Royals",20,0,24,"All",Inf,5
"Kolkata Knight Riders","Laxmi Shukla",2010,"Chennai Super Kings",46,1,30,"All",46,9.2
"Kolkata Knight Riders","Laxmi Shukla",2010,"Deccan Chargers",30,1,18,"All",30,10
"Kolkata Knight Riders","Laxmi Shukla",2010,"Rajasthan Royals",30,1,24,"All",30,7.5
"Kolkata Knight Riders","Laxmi Shukla",2012,"Chennai Super Kings",7,0,6,"All",Inf,7
"Kolkata Knight Riders","Laxmi Shukla",2012,"Royal Challengers Bangalore",5,1,6,"All",5,5
"Kolkata Knight Riders","Laxmi Shukla",2013,"Delhi Capitals",8,0,6,"All",Inf,8
"Kolkata Knight Riders","Laxmi Shukla",2013,"Rajasthan Royals",14,1,12,"All",14,7
"Kolkata Knight Riders","Lockie Ferguson",2019,"Delhi Capitals",75,1,42,"All",75,10.7142857142857
"Kolkata Knight Riders","Lockie Ferguson",2019,"Punjab Kings",42,1,24,"All",42,10.5
"Kolkata Knight Riders","Lockie Ferguson",2019,"Royal Challengers Bangalore",32,0,12,"All",Inf,16
"Kolkata Knight Riders","Lockie Ferguson",2019,"Sunrisers Hyderabad",34,0,24,"All",Inf,8.5
"Kolkata Knight Riders","Lockie Ferguson",2020,"Chennai Super Kings",54,0,24,"All",Inf,13.5
"Kolkata Knight Riders","Lockie Ferguson",2020,"Delhi Capitals",30,1,24,"All",30,7.5
"Kolkata Knight Riders","Lockie Ferguson",2020,"Punjab Kings",32,1,23,"All",32,8.34782608695652
"Kolkata Knight Riders","Lockie Ferguson",2020,"Royal Challengers Bangalore",17,1,24,"All",17,4.25
"Kolkata Knight Riders","Lockie Ferguson",2020,"Sunrisers Hyderabad",15,3,24,"All",5,3.75
"Kolkata Knight Riders","Lockie Ferguson",2021,"Chennai Super Kings",89,1,48,"All",89,11.125
"Kolkata Knight Riders","Lockie Ferguson",2021,"Delhi Capitals",36,3,36,"All",12,6
"Kolkata Knight Riders","Lockie Ferguson",2021,"Mumbai Indians",27,2,24,"All",13.5,6.75
"Kolkata Knight Riders","Lockie Ferguson",2021,"Rajasthan Royals",18,3,24,"All",6,4.5
"Kolkata Knight Riders","Lockie Ferguson",2021,"Royal Challengers Bangalore",54,4,48,"All",13.5,6.75
