"Bowler","Season","Batting_Team","Stadium","Runs","Wickets","Balls","Bowling_Team","Striker","Average","Economy"
"Mohammed Siraj",2018,"Punjab Kings","Holkar Cricket Stadium",17,1,18,"All","All",17,5.66666666666667
"Mohammed Siraj",2018,"Rajasthan Royals","Sawai Mansingh Stadium",33,1,24,"All","All",33,8.25
"Mohammed Siraj",2018,"Sunrisers Hyderabad","M Chinnaswamy Stadium",43,1,24,"All","All",43,10.75
"Mohammed Siraj",2018,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",25,3,24,"All","All",8.33333333333333,6.25
"Mohammed Siraj",2019,"Chennai Super Kings","MA Chidambaram Stadium",5,1,12,"All","All",5,2.5
"Mohammed Siraj",2019,"Delhi Capitals","M Chinnaswamy Stadium",14,1,11,"All","All",14,7.63636363636364
"Mohammed Siraj",2019,"Kolkata Knight Riders","Eden Gardens",38,0,24,"All","All",Inf,9.5
"Mohammed Siraj",2019,"Kolkata Knight Riders","M Chinnaswamy Stadium",36,0,14,"All","All",Inf,15.4285714285714
"Mohammed Siraj",2019,"Mumbai Indians","M Chinnaswamy Stadium",38,2,24,"All","All",19,9.5
"Mohammed Siraj",2019,"Mumbai Indians","Wankhede Stadium",21,1,12,"All","All",21,10.5
"Mohammed Siraj",2019,"Punjab Kings","Punjab Cricket Association IS Bindra Stadium",54,1,24,"All","All",54,13.5
"Mohammed Siraj",2019,"Rajasthan Royals","Sawai Mansingh Stadium",25,1,24,"All","All",25,6.25
"Mohammed Siraj",2019,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",38,0,24,"All","All",Inf,9.5
"Mohammed Siraj",2020,"Chennai Super Kings","Dubai International Cricket Stadium",29,0,12,"All","All",Inf,14.5
"Mohammed Siraj",2020,"Delhi Capitals","Dubai International Cricket Stadium",34,2,24,"All","All",17,8.5
"Mohammed Siraj",2020,"Delhi Capitals","Zayed Cricket Stadium",29,1,18,"All","All",29,9.66666666666667
"Mohammed Siraj",2020,"Kolkata Knight Riders","Sharjah Cricket Stadium",24,1,18,"All","All",24,8
"Mohammed Siraj",2020,"Kolkata Knight Riders","Zayed Cricket Stadium",8,3,24,"All","All",2.66666666666667,2
"Mohammed Siraj",2020,"Mumbai Indians","Zayed Cricket Stadium",28,2,19,"All","All",14,8.84210526315789
"Mohammed Siraj",2020,"Punjab Kings","Sharjah Cricket Stadium",44,0,18,"All","All",Inf,14.6666666666667
"Mohammed Siraj",2020,"Sunrisers Hyderabad","Sharjah Cricket Stadium",12,0,6,"All","All",Inf,12
"Mohammed Siraj",2020,"Sunrisers Hyderabad","Sheikh Zayed Stadium",28,2,24,"All","All",14,7
"Mohammed Siraj",2021,"Chennai Super Kings","Sharjah Cricket Stadium",23,0,18,"All","All",Inf,7.66666666666667
"Mohammed Siraj",2021,"Chennai Super Kings","Wankhede Stadium",32,0,24,"All","All",Inf,8
"Mohammed Siraj",2021,"Delhi Capitals","Dubai International Cricket Stadium",25,2,24,"All","All",12.5,6.25
"Mohammed Siraj",2021,"Delhi Capitals","Narendra Modi Stadium",44,1,24,"All","All",44,11
"Mohammed Siraj",2021,"Kolkata Knight Riders","MA Chidambaram Stadium",17,0,18,"All","All",Inf,5.66666666666667
"Mohammed Siraj",2021,"Kolkata Knight Riders","Sharjah Cricket Stadium",19,2,24,"All","All",9.5,4.75
"Mohammed Siraj",2021,"Kolkata Knight Riders","Zayed Cricket Stadium",12,0,12,"All","All",Inf,6
"Mohammed Siraj",2021,"Mumbai Indians","Dubai International Cricket Stadium",15,1,18,"All","All",15,5
"Mohammed Siraj",2021,"Mumbai Indians","MA Chidambaram Stadium",22,0,24,"All","All",Inf,5.5
"Mohammed Siraj",2021,"Punjab Kings","Narendra Modi Stadium",24,0,18,"All","All",Inf,8
"Mohammed Siraj",2021,"Punjab Kings","Sharjah Cricket Stadium",33,0,24,"All","All",Inf,8.25
"Mohammed Siraj",2021,"Rajasthan Royals","Dubai International Cricket Stadium",18,0,18,"All","All",Inf,6
"Mohammed Siraj",2021,"Rajasthan Royals","Wankhede Stadium",27,3,24,"All","All",9,6.75
"Mohammed Siraj",2021,"Sunrisers Hyderabad","MA Chidambaram Stadium",25,2,24,"All","All",12.5,6.25
"Mohammed Siraj",2021,"Sunrisers Hyderabad","Zayed Cricket Stadium",17,0,18,"All","All",Inf,5.66666666666667
"Mohammed Siraj",2022,"Chennai Super Kings","Dr DY Patil Sports Academy",37,0,24,"All","All",Inf,9.25
"Mohammed Siraj",2022,"Chennai Super Kings","Maharashtra Cricket Association Stadium",22,0,12,"All","All",Inf,11
"Mohammed Siraj",2022,"Delhi Capitals","Wankhede Stadium",31,2,24,"All","All",15.5,7.75
"Mohammed Siraj",2022,"Gujarat Titans","Brabourne Stadium",35,0,24,"All","All",Inf,8.75
"Mohammed Siraj",2022,"Kolkata Knight Riders","Dr DY Patil Sports Academy",25,1,24,"All","All",25,6.25
"Mohammed Siraj",2022,"Lucknow Super Giants","Dr DY Patil Sports Academy",31,1,24,"All","All",31,7.75
"Mohammed Siraj",2022,"Lucknow Super Giants","Eden Gardens",41,1,24,"All","All",41,10.25
"Mohammed Siraj",2022,"Mumbai Indians","Maharashtra Cricket Association Stadium",51,0,24,"All","All",Inf,12.75
"Mohammed Siraj",2022,"Punjab Kings","Brabourne Stadium",36,0,12,"All","All",Inf,18
"Mohammed Siraj",2022,"Punjab Kings","Dr DY Patil Sports Academy",59,2,24,"All","All",29.5,14.75
"Mohammed Siraj",2022,"Rajasthan Royals","Maharashtra Cricket Association Stadium",30,2,24,"All","All",15,7.5
"Mohammed Siraj",2022,"Rajasthan Royals","Narendra Modi Stadium",31,0,12,"All","All",Inf,15.5
"Mohammed Siraj",2022,"Rajasthan Royals","Wankhede Stadium",43,0,24,"All","All",Inf,10.75
"Mohammed Siraj",2022,"Sunrisers Hyderabad","Brabourne Stadium",15,0,12,"All","All",Inf,7.5
"Mohammed Siraj",2022,"Sunrisers Hyderabad","Wankhede Stadium",27,0,18,"All","All",Inf,9
"Mohit Sharma",2013,"Delhi Capitals","Feroz Shah Kotla",10,3,18,"All","All",3.33333333333333,3.33333333333333
"Mohit Sharma",2013,"Delhi Capitals","MA Chidambaram Stadium",22,2,24,"All","All",11,5.5
"Mohit Sharma",2013,"Kolkata Knight Riders","Eden Gardens",13,0,18,"All","All",Inf,4.33333333333333
"Mohit Sharma",2013,"Kolkata Knight Riders","MA Chidambaram Stadium",23,1,24,"All","All",23,5.75
"Mohit Sharma",2013,"Mumbai Indians","Eden Gardens",26,1,24,"All","All",26,6.5
"Mohit Sharma",2013,"Mumbai Indians","Feroz Shah Kotla",32,2,22,"All","All",16,8.72727272727273
"Mohit Sharma",2013,"Mumbai Indians","Wankhede Stadium",20,0,24,"All","All",Inf,5
"Mohit Sharma",2013,"Pune Warriors","Subrata Roy Sahara Stadium",21,3,24,"All","All",7,5.25
"Mohit Sharma",2013,"Punjab Kings","MA Chidambaram Stadium",31,2,24,"All","All",15.5,7.75
"Mohit Sharma",2013,"Rajasthan Royals","MA Chidambaram Stadium",19,0,12,"All","All",Inf,9.5
"Mohit Sharma",2013,"Rajasthan Royals","Sawai Mansingh Stadium",21,1,24,"All","All",21,5.25
"Mohit Sharma",2013,"Royal Challengers Bangalore","M Chinnaswamy Stadium",14,1,6,"All","All",14,14
"Mohit Sharma",2013,"Royal Challengers Bangalore","MA Chidambaram Stadium",13,0,12,"All","All",Inf,6.5
"Mohit Sharma",2013,"Sunrisers Hyderabad","MA Chidambaram Stadium",33,2,24,"All","All",16.5,8.25
"Mohit Sharma",2013,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",28,2,24,"All","All",14,7
"Mohit Sharma",2014,"Delhi Capitals","Feroz Shah Kotla",51,1,24,"All","All",51,12.75
"Mohit Sharma",2014,"Delhi Capitals","Sheikh Zayed Stadium",17,1,18,"All","All",17,5.66666666666667
"Mohit Sharma",2014,"Kolkata Knight Riders","Eden Gardens",28,0,18,"All","All",Inf,9.33333333333333
"Mohit Sharma",2014,"Kolkata Knight Riders","JSCA International Stadium Complex",22,3,18,"All","All",7.33333333333333,7.33333333333333
"Mohit Sharma",2014,"Mumbai Indians","Brabourne Stadium",42,3,24,"All","All",14,10.5
"Mohit Sharma",2014,"Mumbai Indians","Dubai International Cricket Stadium",14,4,24,"All","All",3.5,3.5
"Mohit Sharma",2014,"Mumbai Indians","Wankhede Stadium",26,1,24,"All","All",26,6.5
"Mohit Sharma",2014,"Punjab Kings","Barabati Stadium",38,2,24,"All","All",19,9.5
"Mohit Sharma",2014,"Punjab Kings","Sheikh Zayed Stadium",35,0,17,"All","All",Inf,12.3529411764706
"Mohit Sharma",2014,"Punjab Kings","Wankhede Stadium",46,1,24,"All","All",46,11.5
"Mohit Sharma",2014,"Rajasthan Royals","Dubai International Cricket Stadium",13,1,12,"All","All",13,6.5
"Mohit Sharma",2014,"Rajasthan Royals","JSCA International Stadium Complex",31,3,24,"All","All",10.3333333333333,7.75
"Mohit Sharma",2014,"Royal Challengers Bangalore","JSCA International Stadium Complex",13,0,12,"All","All",Inf,6.5
"Mohit Sharma",2014,"Royal Challengers Bangalore","M Chinnaswamy Stadium",16,1,18,"All","All",16,5.33333333333333
"Mohit Sharma",2014,"Sunrisers Hyderabad","JSCA International Stadium Complex",33,0,18,"All","All",Inf,11
"Mohit Sharma",2014,"Sunrisers Hyderabad","Sharjah Cricket Stadium",27,2,24,"All","All",13.5,6.75
"Mohit Sharma",2015,"Delhi Capitals","MA Chidambaram Stadium",33,1,24,"All","All",33,8.25
"Mohit Sharma",2015,"Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",17,0,12,"All","All",Inf,8.5
"Mohit Sharma",2015,"Kolkata Knight Riders","Eden Gardens",22,1,24,"All","All",22,5.5
"Mohit Sharma",2015,"Kolkata Knight Riders","MA Chidambaram Stadium",24,1,18,"All","All",24,8
"Mohit Sharma",2015,"Mumbai Indians","Eden Gardens",38,1,24,"All","All",38,9.5
"Mohit Sharma",2015,"Mumbai Indians","MA Chidambaram Stadium",19,0,12,"All","All",Inf,9.5
"Mohit Sharma",2015,"Mumbai Indians","Wankhede Stadium",76,2,42,"All","All",38,10.8571428571429
"Mohit Sharma",2015,"Punjab Kings","MA Chidambaram Stadium",10,1,18,"All","All",10,3.33333333333333
"Mohit Sharma",2015,"Rajasthan Royals","MA Chidambaram Stadium",25,3,24,"All","All",8.33333333333333,6.25
"Mohit Sharma",2015,"Rajasthan Royals","Sardar Patel Stadium",33,0,24,"All","All",Inf,8.25
"Mohit Sharma",2015,"Royal Challengers Bangalore","JSCA International Stadium Complex",22,1,24,"All","All",22,5.5
"Mohit Sharma",2015,"Royal Challengers Bangalore","M Chinnaswamy Stadium",39,0,24,"All","All",Inf,9.75
"Mohit Sharma",2015,"Royal Challengers Bangalore","MA Chidambaram Stadium",29,1,24,"All","All",29,7.25
"Mohit Sharma",2015,"Sunrisers Hyderabad","MA Chidambaram Stadium",36,2,24,"All","All",18,9
"Mohit Sharma",2015,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",58,0,24,"All","All",Inf,14.5
"Mohit Sharma",2016,"Delhi Capitals","Feroz Shah Kotla",10,0,12,"All","All",Inf,5
"Mohit Sharma",2016,"Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",21,0,24,"All","All",Inf,5.25
"Mohit Sharma",2016,"Gujarat Lions","Punjab Cricket Association IS Bindra Stadium",24,0,16,"All","All",Inf,9
"Mohit Sharma",2016,"Gujarat Lions","Saurashtra Cricket Association Stadium",32,3,24,"All","All",10.6666666666667,8
"Mohit Sharma",2016,"Kolkata Knight Riders","Eden Gardens",39,0,24,"All","All",Inf,9.75
"Mohit Sharma",2016,"Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",29,0,19,"All","All",Inf,9.15789473684211
"Mohit Sharma",2016,"Mumbai Indians","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",26,2,24,"All","All",13,6.5
"Mohit Sharma",2016,"Mumbai Indians","Punjab Cricket Association IS Bindra Stadium",38,3,24,"All","All",12.6666666666667,9.5
"Mohit Sharma",2016,"Rising Pune Supergiants","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",39,1,24,"All","All",39,9.75
"Mohit Sharma",2016,"Rising Pune Supergiants","Punjab Cricket Association IS Bindra Stadium",23,3,24,"All","All",7.66666666666667,5.75
"Mohit Sharma",2016,"Royal Challengers Bangalore","M Chinnaswamy Stadium",33,0,18,"All","All",Inf,11
"Mohit Sharma",2016,"Royal Challengers Bangalore","Punjab Cricket Association IS Bindra Stadium",33,0,18,"All","All",Inf,11
"Mohit Sharma",2016,"Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",40,0,22,"All","All",Inf,10.9090909090909
"Mohit Sharma",2016,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",20,1,18,"All","All",20,6.66666666666667
"Mohit Sharma",2017,"Delhi Capitals","Feroz Shah Kotla",36,1,24,"All","All",36,9
"Mohit Sharma",2017,"Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",3,1,7,"All","All",3,2.57142857142857
"Mohit Sharma",2017,"Gujarat Lions","Punjab Cricket Association IS Bindra Stadium",35,0,24,"All","All",Inf,8.75
"Mohit Sharma",2017,"Gujarat Lions","Saurashtra Cricket Association Stadium",25,1,24,"All","All",25,6.25
"Mohit Sharma",2017,"Kolkata Knight Riders","Eden Gardens",30,0,18,"All","All",Inf,10
"Mohit Sharma",2017,"Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",24,2,18,"All","All",12,8
"Mohit Sharma",2017,"Mumbai Indians","Holkar Cricket Stadium",29,1,15,"All","All",29,11.6
"Mohit Sharma",2017,"Mumbai Indians","Wankhede Stadium",57,2,24,"All","All",28.5,14.25
"Mohit Sharma",2017,"Rising Pune Supergiants","Holkar Cricket Stadium",34,0,24,"All","All",Inf,8.5
"Mohit Sharma",2017,"Rising Pune Supergiants","Maharashtra Cricket Association Stadium",18,0,12,"All","All",Inf,9
"Mohit Sharma",2017,"Royal Challengers Bangalore","Holkar Cricket Stadium",47,0,24,"All","All",Inf,11.75
"Mohit Sharma",2017,"Royal Challengers Bangalore","M Chinnaswamy Stadium",24,2,24,"All","All",12,6
"Mohit Sharma",2017,"Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",34,1,18,"All","All",34,11.3333333333333
"Mohit Sharma",2017,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",25,2,24,"All","All",12.5,6.25
"Mohit Sharma",2018,"Chennai Super Kings","Maharashtra Cricket Association Stadium",28,1,19,"All","All",28,8.84210526315789
"Mohit Sharma",2018,"Chennai Super Kings","Punjab Cricket Association IS Bindra Stadium",47,1,24,"All","All",47,11.75
"Mohit Sharma",2018,"Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",33,2,24,"All","All",16.5,8.25
"Mohit Sharma",2018,"Kolkata Knight Riders","Holkar Cricket Stadium",40,1,24,"All","All",40,10
"Mohit Sharma",2018,"Mumbai Indians","Wankhede Stadium",34,0,18,"All","All",Inf,11.3333333333333
"Mohit Sharma",2018,"Rajasthan Royals","Sawai Mansingh Stadium",29,0,18,"All","All",Inf,9.66666666666667
"Mohit Sharma",2018,"Royal Challengers Bangalore","Holkar Cricket Stadium",15,0,6,"All","All",Inf,15
"Mohit Sharma",2018,"Royal Challengers Bangalore","M Chinnaswamy Stadium",45,0,21,"All","All",Inf,12.8571428571429
"Mohit Sharma",2018,"Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",51,2,24,"All","All",25.5,12.75
"Mohit Sharma",2019,"Mumbai Indians","Wankhede Stadium",27,1,18,"All","All",27,9
"Mohit Sharma",2020,"Punjab Kings","Dubai International Cricket Stadium",45,1,24,"All","All",45,11.25
"Mohnish Parmar",2010,"Deccan Chargers","Eden Gardens",33,0,18,"All","All",Inf,11
"Mohsin Khan",2022,"Delhi Capitals","Wankhede Stadium",16,4,24,"All","All",4,4
"Mohsin Khan",2022,"Gujarat Titans","Maharashtra Cricket Association Stadium",18,1,24,"All","All",18,4.5
"Mohsin Khan",2022,"Gujarat Titans","Wankhede Stadium",18,0,12,"All","All",Inf,9
"Mohsin Khan",2022,"Kolkata Knight Riders","Dr DY Patil Sports Academy",20,3,24,"All","All",6.66666666666667,5
"Mohsin Khan",2022,"Kolkata Knight Riders","Maharashtra Cricket Association Stadium",6,1,18,"All","All",6,2
"Mohsin Khan",2022,"Mumbai Indians","Wankhede Stadium",27,1,24,"All","All",27,6.75
"Mohsin Khan",2022,"Punjab Kings","Maharashtra Cricket Association Stadium",24,3,24,"All","All",8,6
"Mohsin Khan",2022,"Rajasthan Royals","Brabourne Stadium",43,0,24,"All","All",Inf,10.75
"Mohsin Khan",2022,"Royal Challengers Bangalore","Eden Gardens",25,1,24,"All","All",25,6.25
"Moises Henriques",2009,"Deccan Chargers","Newlands",4,0,1,"All","All",Inf,24
"Moises Henriques",2009,"Delhi Capitals","Kingsmead",36,0,24,"All","All",Inf,9
"Moises Henriques",2009,"Delhi Capitals","New Wanderers Stadium",35,1,24,"All","All",35,8.75
"Moises Henriques",2009,"Punjab Kings","Kingsmead",32,1,24,"All","All",32,8
"Moises Henriques",2010,"Deccan Chargers","Barabati Stadium",35,1,24,"All","All",35,8.75
"Moises Henriques",2013,"Delhi Capitals","Feroz Shah Kotla",21,1,12,"All","All",21,10.5
"Moises Henriques",2013,"Kolkata Knight Riders","M Chinnaswamy Stadium",24,2,24,"All","All",12,6
"Moises Henriques",2013,"Pune Warriors","Subrata Roy Sahara Stadium",44,1,24,"All","All",44,11
"Moises Henriques",2013,"Punjab Kings","M Chinnaswamy Stadium",29,0,13,"All","All",Inf,13.3846153846154
"Moises Henriques",2013,"Punjab Kings","Punjab Cricket Association Stadium",29,0,18,"All","All",Inf,9.66666666666667
"Moises Henriques",2013,"Rajasthan Royals","Sawai Mansingh Stadium",6,1,12,"All","All",6,3
"Moises Henriques",2013,"Sunrisers Hyderabad","M Chinnaswamy Stadium",18,0,6,"All","All",Inf,18
"Moises Henriques",2013,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",14,2,18,"All","All",7,4.66666666666667
"Moises Henriques",2014,"Delhi Capitals","Feroz Shah Kotla",26,2,18,"All","All",13,8.66666666666667
"Moises Henriques",2014,"Mumbai Indians","Rajiv Gandhi International Stadium",23,1,18,"All","All",23,7.66666666666667
"Moises Henriques",2014,"Punjab Kings","Rajiv Gandhi International Stadium",36,0,12,"All","All",Inf,18
"Moises Henriques",2014,"Rajasthan Royals","Sardar Patel Stadium",11,1,12,"All","All",11,5.5
"Moises Henriques",2015,"Chennai Super Kings","Rajiv Gandhi International Stadium",20,2,24,"All","All",10,5
"Moises Henriques",2015,"Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",14,0,12,"All","All",Inf,7
"Moises Henriques",2015,"Kolkata Knight Riders","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",9,1,6,"All","All",9,9
"Moises Henriques",2015,"Kolkata Knight Riders","Eden Gardens",20,1,18,"All","All",20,6.66666666666667
"Moises Henriques",2015,"Mumbai Indians","Rajiv Gandhi International Stadium",17,0,18,"All","All",Inf,5.66666666666667
"Moises Henriques",2015,"Punjab Kings","Punjab Cricket Association Stadium",30,1,24,"All","All",30,7.5
"Moises Henriques",2015,"Punjab Kings","Rajiv Gandhi International Stadium",16,3,24,"All","All",5.33333333333333,4
"Moises Henriques",2015,"Rajasthan Royals","Brabourne Stadium",29,1,18,"All","All",29,9.66666666666667
"Moises Henriques",2015,"Royal Challengers Bangalore","Rajiv Gandhi International Stadium",3,2,6,"All","All",1.5,3
"Moises Henriques",2016,"Delhi Capitals","Rajiv Gandhi International Stadium",19,2,18,"All","All",9.5,6.33333333333333
"Moises Henriques",2016,"Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",18,0,12,"All","All",Inf,9
"Moises Henriques",2016,"Gujarat Lions","Feroz Shah Kotla",27,0,18,"All","All",Inf,9
"Moises Henriques",2016,"Gujarat Lions","Rajiv Gandhi International Stadium",24,1,18,"All","All",24,8
"Moises Henriques",2016,"Gujarat Lions","Saurashtra Cricket Association Stadium",17,0,18,"All","All",Inf,5.66666666666667
"Moises Henriques",2016,"Kolkata Knight Riders","Eden Gardens",14,0,12,"All","All",Inf,7
"Moises Henriques",2016,"Kolkata Knight Riders","Feroz Shah Kotla",17,2,18,"All","All",8.5,5.66666666666667
"Moises Henriques",2016,"Kolkata Knight Riders","Rajiv Gandhi International Stadium",19,0,12,"All","All",Inf,9.5
"Moises Henriques",2016,"Mumbai Indians","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",18,1,24,"All","All",18,4.5
"Moises Henriques",2016,"Mumbai Indians","Rajiv Gandhi International Stadium",23,0,24,"All","All",Inf,5.75
"Moises Henriques",2016,"Punjab Kings","Punjab Cricket Association IS Bindra Stadium",29,1,18,"All","All",29,9.66666666666667
"Moises Henriques",2016,"Punjab Kings","Rajiv Gandhi International Stadium",33,2,24,"All","All",16.5,8.25
"Moises Henriques",2016,"Rising Pune Supergiants","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",20,1,18,"All","All",20,6.66666666666667
"Moises Henriques",2016,"Rising Pune Supergiants","Rajiv Gandhi International Stadium",16,1,12,"All","All",16,8
"Moises Henriques",2016,"Royal Challengers Bangalore","M Chinnaswamy Stadium",81,0,42,"All","All",Inf,11.5714285714286
"Moises Henriques",2016,"Royal Challengers Bangalore","Rajiv Gandhi International Stadium",40,1,24,"All","All",40,10
"Moises Henriques",2017,"Delhi Capitals","Feroz Shah Kotla",36,0,13,"All","All",Inf,16.6153846153846
"Moises Henriques",2017,"Delhi Capitals","Rajiv Gandhi International Stadium",32,0,18,"All","All",Inf,10.6666666666667
"Moises Henriques",2017,"Gujarat Lions","Green Park",12,0,6,"All","All",Inf,12
"Moises Henriques",2017,"Gujarat Lions","Rajiv Gandhi International Stadium",12,0,6,"All","All",Inf,12
"Moises Henriques",2017,"Kolkata Knight Riders","Eden Gardens",26,0,12,"All","All",Inf,13
"Moises Henriques",2017,"Kolkata Knight Riders","Rajiv Gandhi International Stadium",31,0,18,"All","All",Inf,10.3333333333333
"Moises Henriques",2017,"Mumbai Indians","Rajiv Gandhi International Stadium",15,0,6,"All","All",Inf,15
"Moises Henriques",2017,"Punjab Kings","Punjab Cricket Association IS Bindra Stadium",39,0,18,"All","All",Inf,13
"Moises Henriques",2017,"Punjab Kings","Rajiv Gandhi International Stadium",6,1,12,"All","All",6,3
"Moises Henriques",2017,"Rising Pune Supergiants","Maharashtra Cricket Association Stadium",4,0,6,"All","All",Inf,4
"Moises Henriques",2017,"Rising Pune Supergiants","Rajiv Gandhi International Stadium",15,0,17,"All","All",Inf,5.29411764705882
"Moises Henriques",2017,"Royal Challengers Bangalore","Rajiv Gandhi International Stadium",20,0,12,"All","All",Inf,10
"Moises Henriques",2021,"Chennai Super Kings","Dubai International Cricket Stadium",9,0,6,"All","All",Inf,9
"Moises Henriques",2021,"Kolkata Knight Riders","Narendra Modi Stadium",5,1,6,"All","All",5,5
"Moises Henriques",2021,"Mumbai Indians","MA Chidambaram Stadium",12,0,18,"All","All",Inf,4
"Moises Henriques",2021,"Royal Challengers Bangalore","Sharjah Cricket Stadium",12,3,24,"All","All",4,3
"Moises Henriques",2021,"Sunrisers Hyderabad","MA Chidambaram Stadium",7,0,6,"All","All",Inf,7
"Monu Kumar",2020,"Royal Challengers Bangalore","Dubai International Cricket Stadium",20,0,12,"All","All",Inf,10
"Morne Morkel",2009,"Deccan Chargers","De Beers Diamond Oval",20,0,18,"All","All",Inf,6.66666666666667
"Morne Morkel",2009,"Royal Challengers Bangalore","SuperSport Park",20,0,24,"All","All",Inf,5
"Morne Morkel",2010,"Deccan Chargers","Vidarbha Cricket Association Stadium",32,0,24,"All","All",Inf,8
"Morne Morkel",2010,"Royal Challengers Bangalore","M Chinnaswamy Stadium",34,0,18,"All","All",Inf,11.3333333333333
"Morne Morkel",2011,"Deccan Chargers","Feroz Shah Kotla",31,0,24,"All","All",Inf,7.75
"Morne Morkel",2011,"Deccan Chargers","Rajiv Gandhi International Stadium",37,0,24,"All","All",Inf,9.25
"Morne Morkel",2011,"Kochi Tuskers Kerala","Feroz Shah Kotla",29,1,18,"All","All",29,9.66666666666667
"Morne Morkel",2011,"Kochi Tuskers Kerala","Nehru Stadium",18,3,24,"All","All",6,4.5
"Morne Morkel",2011,"Kolkata Knight Riders","Feroz Shah Kotla",42,1,24,"All","All",42,10.5
"Morne Morkel",2011,"Mumbai Indians","Feroz Shah Kotla",29,1,24,"All","All",29,7.25
"Morne Morkel",2011,"Mumbai Indians","Wankhede Stadium",49,1,24,"All","All",49,12.25
"Morne Morkel",2011,"Punjab Kings","Feroz Shah Kotla",32,1,24,"All","All",32,8
"Morne Morkel",2011,"Punjab Kings","Himachal Pradesh Cricket Association Stadium",22,1,24,"All","All",22,5.5
"Morne Morkel",2011,"Rajasthan Royals","Sawai Mansingh Stadium",11,1,24,"All","All",11,2.75
"Morne Morkel",2011,"Royal Challengers Bangalore","Feroz Shah Kotla",25,3,24,"All","All",8.33333333333333,6.25
"Morne Morkel",2012,"Chennai Super Kings","Feroz Shah Kotla",19,2,24,"All","All",9.5,4.75
"Morne Morkel",2012,"Chennai Super Kings","MA Chidambaram Stadium",31,0,24,"All","All",Inf,7.75
"Morne Morkel",2012,"Deccan Chargers","Feroz Shah Kotla",23,3,24,"All","All",7.66666666666667,5.75
"Morne Morkel",2012,"Deccan Chargers","Rajiv Gandhi International Stadium",32,1,24,"All","All",32,8
"Morne Morkel",2012,"Kolkata Knight Riders","Eden Gardens",18,3,18,"All","All",6,6
"Morne Morkel",2012,"Kolkata Knight Riders","Feroz Shah Kotla",35,1,24,"All","All",35,8.75
"Morne Morkel",2012,"Kolkata Knight Riders","Subrata Roy Sahara Stadium",37,0,24,"All","All",Inf,9.25
"Morne Morkel",2012,"Mumbai Indians","Feroz Shah Kotla",21,1,24,"All","All",21,5.25
"Morne Morkel",2012,"Mumbai Indians","Wankhede Stadium",22,2,24,"All","All",11,5.5
"Morne Morkel",2012,"Pune Warriors","Feroz Shah Kotla",50,3,24,"All","All",16.6666666666667,12.5
"Morne Morkel",2012,"Pune Warriors","Subrata Roy Sahara Stadium",34,1,24,"All","All",34,8.5
"Morne Morkel",2012,"Punjab Kings","Feroz Shah Kotla",32,0,24,"All","All",Inf,8
"Morne Morkel",2012,"Punjab Kings","Himachal Pradesh Cricket Association Stadium",20,4,24,"All","All",5,5
"Morne Morkel",2012,"Rajasthan Royals","Feroz Shah Kotla",26,1,24,"All","All",26,6.5
"Morne Morkel",2012,"Rajasthan Royals","Sawai Mansingh Stadium",23,1,24,"All","All",23,5.75
"Morne Morkel",2012,"Royal Challengers Bangalore","M Chinnaswamy Stadium",30,2,24,"All","All",15,7.5
"Morne Morkel",2013,"Chennai Super Kings","Feroz Shah Kotla",42,1,24,"All","All",42,10.5
"Morne Morkel",2013,"Kolkata Knight Riders","Shaheed Veer Narayan Singh International Stadium",22,1,24,"All","All",22,5.5
"Morne Morkel",2013,"Mumbai Indians","Wankhede Stadium",43,1,24,"All","All",43,10.75
"Morne Morkel",2013,"Pune Warriors","Shaheed Veer Narayan Singh International Stadium",36,0,24,"All","All",Inf,9
"Morne Morkel",2013,"Pune Warriors","Subrata Roy Sahara Stadium",36,0,24,"All","All",Inf,9
"Morne Morkel",2013,"Punjab Kings","Himachal Pradesh Cricket Association Stadium",22,1,24,"All","All",22,5.5
"Morne Morkel",2013,"Rajasthan Royals","Sawai Mansingh Stadium",40,0,24,"All","All",Inf,10
