"Bowling_Team","Bowler","Season","Runs","Wickets","Balls","Batting_Team","Stadium","Average","Economy"
"Rajasthan Royals","Shane Warne",2009,365,14,300,"All","All",26.0714285714286,7.3
"Rajasthan Royals","Shane Warne",2010,381,11,300,"All","All",34.6363636363636,7.62
"Rajasthan Royals","Shane Warne",2011,297,13,282,"All","All",22.8461538461538,6.31914893617021
"Rajasthan Royals","Shane Watson",2008,383,17,325,"All","All",22.5294117647059,7.07076923076923
"Rajasthan Royals","Shane Watson",2010,184,6,132,"All","All",30.6666666666667,8.36363636363636
"Rajasthan Royals","Shane Watson",2011,241,6,216,"All","All",40.1666666666667,6.69444444444444
"Rajasthan Royals","Shane Watson",2012,161,6,138,"All","All",26.8333333333333,7
"Rajasthan Royals","Shane Watson",2013,298,13,250,"All","All",22.9230769230769,7.152
"Rajasthan Royals","Shane Watson",2014,165,7,126,"All","All",23.5714285714286,7.85714285714286
"Rajasthan Royals","Shane Watson",2015,269,6,174,"All","All",44.8333333333333,9.27586206896552
"Rajasthan Royals","Shaun Tait",2010,260,10,187,"All","All",26,8.34224598930481
"Rajasthan Royals","Shaun Tait",2011,126,6,89,"All","All",21,8.49438202247191
"Rajasthan Royals","Shaun Tait",2012,151,6,137,"All","All",25.1666666666667,6.61313868613139
"Rajasthan Royals","Shaun Tait",2013,98,1,60,"All","All",98,9.8
"Rajasthan Royals","Shivam Dube",2021,49,0,30,"All","All",Inf,9.8
"Rajasthan Royals","Shreyas Gopal",2018,236,11,186,"All","All",21.4545454545455,7.61290322580645
"Rajasthan Royals","Shreyas Gopal",2019,347,20,288,"All","All",17.35,7.22916666666667
"Rajasthan Royals","Shreyas Gopal",2020,427,10,300,"All","All",42.7,8.54
"Rajasthan Royals","Shreyas Gopal",2021,84,0,42,"All","All",Inf,12
"Rajasthan Royals","Shrikant Wagh",2010,16,1,6,"All","All",16,16
"Rajasthan Royals","Siddharth Trivedi",2008,399,13,288,"All","All",30.6923076923077,8.3125
"Rajasthan Royals","Siddharth Trivedi",2009,152,6,120,"All","All",25.3333333333333,7.6
"Rajasthan Royals","Siddharth Trivedi",2010,260,11,213,"All","All",23.6363636363636,7.32394366197183
"Rajasthan Royals","Siddharth Trivedi",2011,303,10,214,"All","All",30.3,8.49532710280374
"Rajasthan Royals","Siddharth Trivedi",2012,380,13,312,"All","All",29.2307692307692,7.30769230769231
"Rajasthan Royals","Siddharth Trivedi",2013,410,12,359,"All","All",34.1666666666667,6.85236768802228
"Rajasthan Royals","Sohail Tanvir",2008,266,22,247,"All","All",12.0909090909091,6.46153846153846
"Rajasthan Royals","Sreesanth",2013,163,5,130,"All","All",32.6,7.52307692307692
"Rajasthan Royals","Stuart Binny",2011,44,0,24,"All","All",Inf,11
"Rajasthan Royals","Stuart Binny",2012,78,3,60,"All","All",26,7.8
"Rajasthan Royals","Stuart Binny",2013,162,6,144,"All","All",27,6.75
"Rajasthan Royals","Stuart Binny",2014,64,3,54,"All","All",21.3333333333333,7.11111111111111
"Rajasthan Royals","Stuart Binny",2015,140,4,114,"All","All",35,7.36842105263158
"Rajasthan Royals","Stuart Binny",2018,33,0,12,"All","All",Inf,16.5
"Rajasthan Royals","Stuart Binny",2019,44,1,42,"All","All",44,6.28571428571429
"Rajasthan Royals","Sudhesan Midhun",2019,27,0,12,"All","All",Inf,13.5
"Rajasthan Royals","Sumit Narwal",2010,185,5,94,"All","All",37,11.8085106382979
"Rajasthan Royals","Tabraiz Shamsi",2021,34,0,24,"All","All",Inf,8.5
"Rajasthan Royals","Tim Southee",2014,76,0,60,"All","All",Inf,7.6
"Rajasthan Royals","Tim Southee",2015,247,6,168,"All","All",41.1666666666667,8.82142857142857
"Rajasthan Royals","Tom Curran",2020,208,3,109,"All","All",69.3333333333333,11.4495412844037
"Rajasthan Royals","Trent Boult",2022,492,16,372,"All","All",30.75,7.93548387096774
"Rajasthan Royals","Tyron Henderson",2009,40,1,36,"All","All",40,6.66666666666667
"Rajasthan Royals","Varun Aaron",2019,116,4,72,"All","All",29,9.66666666666667
"Rajasthan Royals","Varun Aaron",2020,94,0,48,"All","All",Inf,11.75
"Rajasthan Royals","Vikramjeet Malik",2013,59,2,60,"All","All",29.5,5.9
"Rajasthan Royals","Vikramjeet Malik",2014,29,1,18,"All","All",29,9.66666666666667
"Rajasthan Royals","Yashasvi Jaiswal",2022,6,0,1,"All","All",Inf,36
"Rajasthan Royals","Yusuf Pathan",2008,230,8,169,"All","All",28.75,8.16568047337278
"Rajasthan Royals","Yusuf Pathan",2009,243,7,210,"All","All",34.7142857142857,6.94285714285714
"Rajasthan Royals","Yusuf Pathan",2010,246,5,204,"All","All",49.2,7.23529411764706
"Rajasthan Royals","Yuzvendra Chahal",2022,527,27,408,"All","All",19.5185185185185,7.75
"Rising Pune Supergiants","Adam Zampa",2016,115,12,102,"All","All",9.58333333333333,6.76470588235294
"Rising Pune Supergiants","Adam Zampa",2017,163,7,119,"All","All",23.2857142857143,8.21848739495798
"Rising Pune Supergiants","Albie Morkel",2016,66,2,30,"All","All",33,13.2
"Rising Pune Supergiants","Ankit Sharma",2016,84,1,66,"All","All",84,7.63636363636364
"Rising Pune Supergiants","Ankit Sharma",2017,16,0,6,"All","All",Inf,16
"Rising Pune Supergiants","Ashok Dinda",2016,231,11,183,"All","All",21,7.57377049180328
"Rising Pune Supergiants","Ashok Dinda",2017,119,1,60,"All","All",119,11.9
"Rising Pune Supergiants","Ben Stokes",2017,316,12,264,"All","All",26.3333333333333,7.18181818181818
"Rising Pune Supergiants","Dan Christian",2017,298,11,240,"All","All",27.0909090909091,7.45
"Rising Pune Supergiants","Deepak Chahar",2016,41,0,30,"All","All",Inf,8.2
"Rising Pune Supergiants","Deepak Chahar",2017,74,1,42,"All","All",74,10.5714285714286
"Rising Pune Supergiants","Imran Tahir",2017,369,18,282,"All","All",20.5,7.85106382978723
"Rising Pune Supergiants","Irfan Pathan",2016,61,0,48,"All","All",Inf,7.625
"Rising Pune Supergiants","Ishant Sharma",2016,148,3,90,"All","All",49.3333333333333,9.86666666666667
"Rising Pune Supergiants","Jaydev Unadkat",2017,322,24,275,"All","All",13.4166666666667,7.02545454545455
"Rising Pune Supergiants","Lockie Ferguson",2017,93,3,78,"All","All",31,7.15384615384615
"Rising Pune Supergiants","Mitchell Marsh",2016,45,4,54,"All","All",11.25,5
"Rising Pune Supergiants","Murugan Ashwin",2016,241,7,171,"All","All",34.4285714285714,8.45614035087719
"Rising Pune Supergiants","RP Singh",2016,111,3,72,"All","All",37,9.25
"Rising Pune Supergiants","Rahul Chahar",2017,58,2,42,"All","All",29,8.28571428571428
"Rising Pune Supergiants","Rahul Tripathi",2017,12,0,6,"All","All",Inf,12
"Rising Pune Supergiants","Rajat Bhatia",2016,244,6,204,"All","All",40.6666666666667,7.17647058823529
"Rising Pune Supergiants","Rajat Bhatia",2017,55,2,42,"All","All",27.5,7.85714285714286
"Rising Pune Supergiants","Ravichandran Ashwin",2016,319,10,264,"All","All",31.9,7.25
"Rising Pune Supergiants","Scott Boland",2016,54,2,42,"All","All",27,7.71428571428572
"Rising Pune Supergiants","Shardul Thakur",2017,315,11,229,"All","All",28.6363636363636,8.25327510917031
"Rising Pune Supergiants","Thisara Perera",2016,326,9,199,"All","All",36.2222222222222,9.82914572864322
"Rising Pune Supergiants","Washington Sundar",2017,185,8,180,"All","All",23.125,6.16666666666667
"Royal Challengers Bangalore","Abdur Razzak",2008,29,0,12,"All","All",Inf,14.5
"Royal Challengers Bangalore","Abhimanyu Mithun",2009,42,0,24,"All","All",Inf,10.5
"Royal Challengers Bangalore","Abhimanyu Mithun",2010,39,1,18,"All","All",39,13
"Royal Challengers Bangalore","Abhimanyu Mithun",2011,321,5,204,"All","All",64.2,9.44117647058824
"Royal Challengers Bangalore","Abhimanyu Mithun",2012,33,0,18,"All","All",Inf,11
"Royal Challengers Bangalore","Abhimanyu Mithun",2013,37,1,24,"All","All",37,9.25
"Royal Challengers Bangalore","Abrar Kazi",2011,21,0,12,"All","All",Inf,10.5
"Royal Challengers Bangalore","Abu Nechim",2014,113,3,86,"All","All",37.6666666666667,7.88372093023256
"Royal Challengers Bangalore","Abu Nechim",2015,128,1,72,"All","All",128,10.6666666666667
"Royal Challengers Bangalore","Adam Milne",2016,43,1,24,"All","All",43,10.75
"Royal Challengers Bangalore","Adam Milne",2017,134,3,84,"All","All",44.6666666666667,9.57142857142857
"Royal Challengers Bangalore","Adam Zampa",2020,92,2,66,"All","All",46,8.36363636363636
"Royal Challengers Bangalore","Akash Deep",2022,205,5,113,"All","All",41,10.8849557522124
"Royal Challengers Bangalore","Albie Morkel",2014,126,4,96,"All","All",31.5,7.875
"Royal Challengers Bangalore","Andrew McDonald",2012,61,5,60,"All","All",12.2,6.1
"Royal Challengers Bangalore","Andrew McDonald",2013,17,1,12,"All","All",17,8.5
"Royal Challengers Bangalore","Aniket Choudhary",2017,144,5,101,"All","All",28.8,8.55445544554455
"Royal Challengers Bangalore","Anil Kumble",2008,304,7,230,"All","All",43.4285714285714,7.9304347826087
"Royal Challengers Bangalore","Anil Kumble",2009,347,21,355,"All","All",16.5238095238095,5.86478873239437
"Royal Challengers Bangalore","Anil Kumble",2010,407,17,380,"All","All",23.9411764705882,6.42631578947369
"Royal Challengers Bangalore","Asad Pathan",2011,49,0,33,"All","All",Inf,8.90909090909091
"Royal Challengers Bangalore","Asad Pathan",2012,14,0,6,"All","All",Inf,14
"Royal Challengers Bangalore","Ashley Noffke",2008,40,1,24,"All","All",40,10
"Royal Challengers Bangalore","Ashok Dinda",2014,270,5,186,"All","All",54,8.70967741935484
"Royal Challengers Bangalore","Ashok Dinda",2015,62,0,30,"All","All",Inf,12.4
"Royal Challengers Bangalore","Avesh Khan",2017,23,1,24,"All","All",23,5.75
"Royal Challengers Bangalore","Balachandra Akhil",2008,134,2,104,"All","All",67,7.73076923076923
"Royal Challengers Bangalore","Balachandra Akhil",2009,80,4,66,"All","All",20,7.27272727272727
"Royal Challengers Bangalore","Balachandra Akhil",2010,6,0,6,"All","All",Inf,6
"Royal Challengers Bangalore","Billy Stanlake",2017,70,2,48,"All","All",35,8.75
"Royal Challengers Bangalore","Cameron White",2008,24,0,6,"All","All",Inf,24
"Royal Challengers Bangalore","Cameron White",2010,19,0,6,"All","All",Inf,19
"Royal Challengers Bangalore","Charl Langeveldt",2011,84,5,66,"All","All",16.8,7.63636363636364
"Royal Challengers Bangalore","Chris Gayle",2011,244,8,216,"All","All",30.5,6.77777777777778
"Royal Challengers Bangalore","Chris Gayle",2012,66,0,28,"All","All",Inf,14.1428571428571
"Royal Challengers Bangalore","Chris Gayle",2013,40,3,24,"All","All",13.3333333333333,10
"Royal Challengers Bangalore","Chris Gayle",2015,15,0,12,"All","All",Inf,7.5
"Royal Challengers Bangalore","Chris Gayle",2016,63,2,60,"All","All",31.5,6.3
"Royal Challengers Bangalore","Chris Jordan",2016,258,11,168,"All","All",23.4545454545455,9.21428571428572
"Royal Challengers Bangalore","Chris Morris",2020,210,11,190,"All","All",19.0909090909091,6.63157894736842
"Royal Challengers Bangalore","Chris Woakes",2018,190,8,110,"All","All",23.75,10.3636363636364
"Royal Challengers Bangalore","Colin de Grandhomme",2018,129,2,90,"All","All",64.5,8.6
"Royal Challengers Bangalore","Colin de Grandhomme",2019,55,0,30,"All","All",Inf,11
"Royal Challengers Bangalore","Corey Anderson",2018,115,3,52,"All","All",38.3333333333333,13.2692307692308
"Royal Challengers Bangalore","Dale Steyn",2008,252,10,228,"All","All",25.2,6.63157894736842
"Royal Challengers Bangalore","Dale Steyn",2009,62,2,54,"All","All",31,6.88888888888889
"Royal Challengers Bangalore","Dale Steyn",2010,406,15,354,"All","All",27.0666666666667,6.88135593220339
"Royal Challengers Bangalore","Dale Steyn",2019,69,4,48,"All","All",17.25,8.625
"Royal Challengers Bangalore","Dale Steyn",2020,133,1,70,"All","All",133,11.4
"Royal Challengers Bangalore","Dan Christian",2013,55,0,36,"All","All",Inf,9.16666666666667
"Royal Challengers Bangalore","Dan Christian",2021,155,4,100,"All","All",38.75,9.3
"Royal Challengers Bangalore","Daniel Sams",2021,39,1,36,"All","All",39,6.5
"Royal Challengers Bangalore","Daniel Vettori",2011,311,12,310,"All","All",25.9166666666667,6.01935483870968
"Royal Challengers Bangalore","Daniel Vettori",2012,236,5,210,"All","All",47.2,6.74285714285714
"Royal Challengers Bangalore","Daren Sammy",2015,25,0,18,"All","All",Inf,8.33333333333333
"Royal Challengers Bangalore","David Wiese",2015,353,16,254,"All","All",22.0625,8.33858267716535
"Royal Challengers Bangalore","David Wiese",2016,49,0,24,"All","All",Inf,12.25
"Royal Challengers Bangalore","David Willey",2022,72,1,66,"All","All",72,6.54545454545454
"Royal Challengers Bangalore","Dillon du Preez",2009,56,4,42,"All","All",14,8
"Royal Challengers Bangalore","Dirk Nannes",2011,31,2,24,"All","All",15.5,7.75
"Royal Challengers Bangalore","George Garton",2021,135,3,90,"All","All",45,9
"Royal Challengers Bangalore","Glenn Maxwell",2021,135,3,96,"All","All",45,8.4375
"Royal Challengers Bangalore","Glenn Maxwell",2022,165,6,144,"All","All",27.5,6.875
"Royal Challengers Bangalore","Harshal Patel",2012,340,9,246,"All","All",37.7777777777778,8.29268292682927
"Royal Challengers Bangalore","Harshal Patel",2014,113,4,66,"All","All",28.25,10.2727272727273
"Royal Challengers Bangalore","Harshal Patel",2015,328,17,263,"All","All",19.2941176470588,7.4828897338403
"Royal Challengers Bangalore","Harshal Patel",2016,147,1,84,"All","All",147,10.5
"Royal Challengers Bangalore","Harshal Patel",2017,43,3,24,"All","All",14.3333333333333,10.75
"Royal Challengers Bangalore","Harshal Patel",2021,459,32,338,"All","All",14.34375,8.14792899408284
"Royal Challengers Bangalore","Harshal Patel",2022,410,19,321,"All","All",21.5789473684211,7.66355140186916
"Royal Challengers Bangalore","Iqbal Abdulla",2015,150,4,114,"All","All",37.5,7.89473684210526
"Royal Challengers Bangalore","Iqbal Abdulla",2016,213,6,150,"All","All",35.5,8.52
"Royal Challengers Bangalore","Iqbal Abdulla",2017,55,2,30,"All","All",27.5,11
"Royal Challengers Bangalore","Isuru Udana",2020,282,8,174,"All","All",35.25,9.72413793103448
"Royal Challengers Bangalore","Jacques Kallis",2008,311,4,206,"All","All",77.75,9.05825242718447
"Royal Challengers Bangalore","Jacques Kallis",2009,353,6,276,"All","All",58.8333333333333,7.67391304347826
"Royal Challengers Bangalore","Jacques Kallis",2010,476,13,342,"All","All",36.6153846153846,8.35087719298246
"Royal Challengers Bangalore","Jamaluddin Syed Mohammad",2011,127,5,90,"All","All",25.4,8.46666666666667
"Royal Challengers Bangalore","Jamaluddin Syed Mohammad",2012,65,0,42,"All","All",Inf,9.28571428571429
"Royal Challengers Bangalore","Jamaluddin Syed Mohammad",2013,91,3,60,"All","All",30.3333333333333,9.1
"Royal Challengers Bangalore","Jaydev Unadkat",2013,370,13,294,"All","All",28.4615384615385,7.55102040816327
"Royal Challengers Bangalore","Jesse Ryder",2009,115,3,102,"All","All",38.3333333333333,6.76470588235294
"Royal Challengers Bangalore","Johan van der Wath",2011,129,3,72,"All","All",43,10.75
"Royal Challengers Bangalore","Josh Hazlewood",2022,377,20,279,"All","All",18.85,8.10752688172043
"Royal Challengers Bangalore","KP Appanna",2009,87,2,72,"All","All",43.5,7.25
"Royal Challengers Bangalore","KP Appanna",2010,51,1,42,"All","All",51,7.28571428571428
"Royal Challengers Bangalore","KP Appanna",2012,148,6,102,"All","All",24.6666666666667,8.70588235294118
"Royal Challengers Bangalore","Kane Richardson",2016,136,7,84,"All","All",19.4285714285714,9.71428571428572
"Royal Challengers Bangalore","Kane Richardson",2021,29,1,18,"All","All",29,9.66666666666667
"Royal Challengers Bangalore","Kevin Pietersen",2009,85,4,78,"All","All",21.25,6.53846153846154
"Royal Challengers Bangalore","Kevin Pietersen",2010,77,3,60,"All","All",25.6666666666667,7.7
"Royal Challengers Bangalore","Kulwant Khejroliya",2018,107,2,65,"All","All",53.5,9.87692307692308
"Royal Challengers Bangalore","Kulwant Khejroliya",2019,46,1,30,"All","All",46,9.2
"Royal Challengers Bangalore","Kyle Jamieson",2021,269,9,168,"All","All",29.8888888888889,9.60714285714286
"Royal Challengers Bangalore","Mahipal Lomror",2022,18,0,12,"All","All",Inf,9
"Royal Challengers Bangalore","Marcus Stoinis",2019,145,2,100,"All","All",72.5,8.7
"Royal Challengers Bangalore","Mitchell Starc",2014,401,14,322,"All","All",28.6428571428571,7.47204968944099
"Royal Challengers Bangalore","Mitchell Starc",2015,291,20,258,"All","All",14.55,6.76744186046512
"Royal Challengers Bangalore","Moeen Ali",2018,97,3,79,"All","All",32.3333333333333,7.36708860759494
"Royal Challengers Bangalore","Moeen Ali",2019,169,6,150,"All","All",28.1666666666667,6.76
"Royal Challengers Bangalore","Moeen Ali",2020,42,1,30,"All","All",42,8.4
"Royal Challengers Bangalore","Mohammed Siraj",2018,367,11,246,"All","All",33.3636363636364,8.95121951219512
"Royal Challengers Bangalore","Mohammed Siraj",2019,269,7,169,"All","All",38.4285714285714,9.55029585798816
"Royal Challengers Bangalore","Mohammed Siraj",2020,236,11,163,"All","All",21.4545454545455,8.68711656441718
"Royal Challengers Bangalore","Mohammed Siraj",2021,353,11,312,"All","All",32.0909090909091,6.78846153846154
"Royal Challengers Bangalore","Mohammed Siraj",2022,514,9,306,"All","All",57.1111111111111,10.078431372549
"Royal Challengers Bangalore","Moises Henriques",2013,185,7,127,"All","All",26.4285714285714,8.74015748031496
"Royal Challengers Bangalore","Murali Kartik",2013,284,9,234,"All","All",31.5555555555556,7.28205128205128
"Royal Challengers Bangalore","Murugan Ashwin",2018,53,3,42,"All","All",17.6666666666667,7.57142857142857
"Royal Challengers Bangalore","Muthiah Muralidaran",2012,260,15,240,"All","All",17.3333333333333,6.5
"Royal Challengers Bangalore","Muthiah Muralidaran",2013,177,3,138,"All","All",59,7.69565217391304
"Royal Challengers Bangalore","Muthiah Muralidaran",2014,124,3,96,"All","All",41.3333333333333,7.75
"Royal Challengers Bangalore","Navdeep Saini",2019,397,11,288,"All","All",36.0909090909091,8.27083333333333
"Royal Challengers Bangalore","Navdeep Saini",2020,379,6,274,"All","All",63.1666666666667,8.2992700729927
"Royal Challengers Bangalore","Navdeep Saini",2021,52,0,24,"All","All",Inf,13
"Royal Challengers Bangalore","Nayan Doshi",2010,17,1,24,"All","All",17,4.25
"Royal Challengers Bangalore","Pankaj Singh",2009,65,2,42,"All","All",32.5,9.28571428571429
"Royal Challengers Bangalore","Pankaj Singh",2010,81,2,48,"All","All",40.5,10.125
"Royal Challengers Bangalore","Parvez Rasool",2016,129,1,84,"All","All",129,9.21428571428572
"Royal Challengers Bangalore","Pawan Negi",2017,197,16,193,"All","All",12.3125,6.12435233160622
"Royal Challengers Bangalore","Pawan Negi",2018,49,1,24,"All","All",49,12.25
"Royal Challengers Bangalore","Pawan Negi",2019,102,3,67,"All","All",34,9.13432835820895
"Royal Challengers Bangalore","Prasanth Parameswaran",2012,87,5,60,"All","All",17.4,8.7
"Royal Challengers Bangalore","Praveen Kumar",2008,366,11,268,"All","All",33.2727272727273,8.19402985074627
"Royal Challengers Bangalore","Praveen Kumar",2009,394,13,298,"All","All",30.3076923076923,7.93288590604027
"Royal Challengers Bangalore","Praveen Kumar",2010,380,10,270,"All","All",38,8.44444444444444
"Royal Challengers Bangalore","Prayas Ray Barman",2019,56,0,24,"All","All",Inf,14
"Royal Challengers Bangalore","RP Singh",2013,335,13,239,"All","All",25.7692307692308,8.41004184100418
"Royal Challengers Bangalore","Raju Bhatkal",2012,35,0,12,"All","All",Inf,17.5
"Royal Challengers Bangalore","Ravi Rampaul",2013,261,13,226,"All","All",20.0769230769231,6.92920353982301
"Royal Challengers Bangalore","Ravi Rampaul",2014,37,1,36,"All","All",37,6.16666666666667
"Royal Challengers Bangalore","Roelof van der Merwe",2009,248,9,204,"All","All",27.5555555555556,7.29411764705882
"Royal Challengers Bangalore","Roelof van der Merwe",2010,27,2,24,"All","All",13.5,6.75
"Royal Challengers Bangalore","Ross Taylor",2009,13,0,6,"All","All",Inf,13
"Royal Challengers Bangalore","Ryan Ninan",2011,65,3,36,"All","All",21.6666666666667,10.8333333333333
"Royal Challengers Bangalore","Sachin Baby",2016,8,2,10,"All","All",4,4.8
"Royal Challengers Bangalore","Sachin Rana",2014,16,0,12,"All","All",Inf,8
"Royal Challengers Bangalore","Samuel Badree",2017,188,9,150,"All","All",20.8888888888889,7.52
"Royal Challengers Bangalore","Sean Abbott",2015,57,0,30,"All","All",Inf,11.4
"Royal Challengers Bangalore","Shadab Jakati",2014,41,0,22,"All","All",Inf,11.1818181818182
"Royal Challengers Bangalore","Shahbaz Ahmed",2020,44,2,36,"All","All",22,7.33333333333333
"Royal Challengers Bangalore","Shahbaz Ahmed",2021,92,7,84,"All","All",13.1428571428571,6.57142857142857
"Royal Challengers Bangalore","Shahbaz Ahmed",2022,336,4,210,"All","All",84,9.6
"Royal Challengers Bangalore","Shane Watson",2016,485,20,339,"All","All",24.25,8.58407079646018
"Royal Challengers Bangalore","Shane Watson",2017,245,5,161,"All","All",49,9.1304347826087
"Royal Challengers Bangalore","Shivam Dube",2019,8,0,10,"All","All",Inf,4.8
"Royal Challengers Bangalore","Shivam Dube",2020,73,4,54,"All","All",18.25,8.11111111111111
"Royal Challengers Bangalore","Siddarth Kaul",2022,43,0,24,"All","All",Inf,10.75
"Royal Challengers Bangalore","Sreenath Aravind",2011,368,21,276,"All","All",17.5238095238095,8
"Royal Challengers Bangalore","Sreenath Aravind",2012,48,0,18,"All","All",Inf,16
"Royal Challengers Bangalore","Sreenath Aravind",2015,132,8,108,"All","All",16.5,7.33333333333333
"Royal Challengers Bangalore","Sreenath Aravind",2016,216,11,175,"All","All",19.6363636363636,7.40571428571429
"Royal Challengers Bangalore","Sreenath Aravind",2017,275,5,183,"All","All",55,9.01639344262295
"Royal Challengers Bangalore","Sridharan Sriram",2010,24,0,12,"All","All",Inf,12
"Royal Challengers Bangalore","Stuart Binny",2016,134,1,102,"All","All",134,7.88235294117647
"Royal Challengers Bangalore","Stuart Binny",2017,50,4,36,"All","All",12.5,8.33333333333333
"Royal Challengers Bangalore","Sunil Joshi",2008,82,1,55,"All","All",82,8.94545454545455
"Royal Challengers Bangalore","Tabraiz Shamsi",2016,147,3,96,"All","All",49,9.1875
"Royal Challengers Bangalore","Tillakaratne Dilshan",2011,108,1,72,"All","All",108,9
"Royal Challengers Bangalore","Tillakaratne Dilshan",2012,77,0,42,"All","All",Inf,11
"Royal Challengers Bangalore","Tillakaratne Dilshan",2013,10,0,6,"All","All",Inf,10
"Royal Challengers Bangalore","Tim Southee",2018,261,5,174,"All","All",52.2,9
"Royal Challengers Bangalore","Tim Southee",2019,118,1,54,"All","All",118,13.1111111111111
"Royal Challengers Bangalore","Travis Head",2017,81,2,48,"All","All",40.5,10.125
"Royal Challengers Bangalore","Tymal Mills",2017,153,5,107,"All","All",30.6,8.57943925233645
"Royal Challengers Bangalore","Umesh Yadav",2018,418,20,319,"All","All",20.9,7.86206896551724
"Royal Challengers Bangalore","Umesh Yadav",2019,371,8,227,"All","All",46.375,9.80616740088106
"Royal Challengers Bangalore","Umesh Yadav",2020,83,0,42,"All","All",Inf,11.8571428571429
"Royal Challengers Bangalore","Varun Aaron",2014,299,16,220,"All","All",18.6875,8.15454545454545
"Royal Challengers Bangalore","Varun Aaron",2015,177,3,104,"All","All",59,10.2115384615385
"Royal Challengers Bangalore","Varun Aaron",2016,227,2,142,"All","All",113.5,9.59154929577465
"Royal Challengers Bangalore","Vinay Kumar",2008,182,5,138,"All","All",36.4,7.91304347826087
"Royal Challengers Bangalore","Vinay Kumar",2009,271,9,194,"All","All",30.1111111111111,8.38144329896907
"Royal Challengers Bangalore","Vinay Kumar",2010,396,16,277,"All","All",24.75,8.57761732851986
"Royal Challengers Bangalore","Vinay Kumar",2012,480,19,335,"All","All",25.2631578947368,8.59701492537313
"Royal Challengers Bangalore","Vinay Kumar",2013,493,23,361,"All","All",21.4347826086957,8.19390581717452
"Royal Challengers Bangalore","Virat Kohli",2008,61,2,46,"All","All",30.5,7.95652173913043
"Royal Challengers Bangalore","Virat Kohli",2009,46,0,36,"All","All",Inf,7.66666666666667
"Royal Challengers Bangalore","Virat Kohli",2010,50,0,32,"All","All",Inf,9.375
"Royal Challengers Bangalore","Virat Kohli",2011,139,2,102,"All","All",69.5,8.17647058823529
"Royal Challengers Bangalore","Virat Kohli",2012,49,0,18,"All","All",Inf,16.3333333333333
"Royal Challengers Bangalore","Virat Kohli",2015,10,0,11,"All","All",Inf,5.45454545454545
"Royal Challengers Bangalore","Virat Kohli",2016,13,0,6,"All","All",Inf,13
"Royal Challengers Bangalore","Wanindu Hasaranga de Silva",2021,60,0,36,"All","All",Inf,10
"Royal Challengers Bangalore","Wanindu Hasaranga de Silva",2022,430,26,342,"All","All",16.5384615384615,7.54385964912281
"Royal Challengers Bangalore","Washington Sundar",2018,192,4,120,"All","All",48,9.6
"Royal Challengers Bangalore","Washington Sundar",2019,74,4,54,"All","All",18.5,8.22222222222222
"Royal Challengers Bangalore","Washington Sundar",2020,298,8,300,"All","All",37.25,5.96
"Royal Challengers Bangalore","Washington Sundar",2021,118,3,96,"All","All",39.3333333333333,7.375
"Royal Challengers Bangalore","Yuvraj Singh",2014,187,5,136,"All","All",37.4,8.25
"Royal Challengers Bangalore","Yuzvendra Chahal",2014,386,12,330,"All","All",32.1666666666667,7.01818181818182
"Royal Challengers Bangalore","Yuzvendra Chahal",2015,415,23,281,"All","All",18.0434782608696,8.86120996441281
"Royal Challengers Bangalore","Yuzvendra Chahal",2016,401,21,295,"All","All",19.0952380952381,8.15593220338983
"Royal Challengers Bangalore","Yuzvendra Chahal",2017,333,14,261,"All","All",23.7857142857143,7.6551724137931
"Royal Challengers Bangalore","Yuzvendra Chahal",2018,363,12,300,"All","All",30.25,7.26
"Royal Challengers Bangalore","Yuzvendra Chahal",2019,386,18,296,"All","All",21.4444444444444,7.82432432432432
"Royal Challengers Bangalore","Yuzvendra Chahal",2020,405,21,343,"All","All",19.2857142857143,7.08454810495627
"Royal Challengers Bangalore","Yuzvendra Chahal",2021,374,18,318,"All","All",20.7777777777778,7.05660377358491
"Royal Challengers Bangalore","Zaheer Khan",2008,357,13,252,"All","All",27.4615384615385,8.5
"Royal Challengers Bangalore","Zaheer Khan",2011,455,14,354,"All","All",32.5,7.71186440677966
"Royal Challengers Bangalore","Zaheer Khan",2012,453,17,360,"All","All",26.6470588235294,7.55
"Royal Challengers Bangalore","Zaheer Khan",2013,47,5,36,"All","All",9.4,7.83333333333333
"Sunrisers Hyderabad","Abdul Samad",2020,96,1,42,"All","All",96,13.7142857142857
"Sunrisers Hyderabad","Abdul Samad",2021,9,1,6,"All","All",9,9
"Sunrisers Hyderabad","Abdul Samad",2022,8,0,6,"All","All",Inf,8
"Sunrisers Hyderabad","Abhishek Sharma",2019,21,1,12,"All","All",21,10.5
"Sunrisers Hyderabad","Abhishek Sharma",2020,91,2,60,"All","All",45.5,9.1
"Sunrisers Hyderabad","Abhishek Sharma",2021,64,4,60,"All","All",16,6.4
"Sunrisers Hyderabad","Abhishek Sharma",2022,38,0,24,"All","All",Inf,9.5
"Sunrisers Hyderabad","Aiden Markram",2022,64,1,36,"All","All",64,10.6666666666667
"Sunrisers Hyderabad","Amit Mishra",2013,394,21,372,"All","All",18.7619047619048,6.35483870967742
"Sunrisers Hyderabad","Amit Mishra",2014,340,7,225,"All","All",48.5714285714286,9.06666666666667
"Sunrisers Hyderabad","Anand Rajan",2013,42,2,48,"All","All",21,5.25
"Sunrisers Hyderabad","Ankit Sharma",2013,17,0,12,"All","All",Inf,8.5
