"Bowler","Season","Bowling_Team","Stadium","Runs","Wickets","Balls","Batting_Team","Striker","Average","Economy"
"Dwayne Bravo",2010,"Mumbai Indians","Feroz Shah Kotla",11,2,12,"All","All",5.5,5.5
"Dwayne Bravo",2010,"Mumbai Indians","MA Chidambaram Stadium",21,1,12,"All","All",21,10.5
"Dwayne Bravo",2011,"Chennai Super Kings","M Chinnaswamy Stadium",21,0,24,"All","All",Inf,5.25
"Dwayne Bravo",2011,"Chennai Super Kings","MA Chidambaram Stadium",72,4,54,"All","All",18,8
"Dwayne Bravo",2011,"Chennai Super Kings","Sawai Mansingh Stadium",36,1,24,"All","All",36,9
"Dwayne Bravo",2011,"Chennai Super Kings","Wankhede Stadium",28,1,18,"All","All",28,9.33333333333333
"Dwayne Bravo",2012,"Chennai Super Kings","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",10,0,6,"All","All",Inf,10
"Dwayne Bravo",2012,"Chennai Super Kings","Eden Gardens",22,0,18,"All","All",Inf,7.33333333333333
"Dwayne Bravo",2012,"Chennai Super Kings","Feroz Shah Kotla",5,0,6,"All","All",Inf,5
"Dwayne Bravo",2012,"Chennai Super Kings","Himachal Pradesh Cricket Association Stadium",18,2,18,"All","All",9,6
"Dwayne Bravo",2012,"Chennai Super Kings","M Chinnaswamy Stadium",10,2,18,"All","All",5,3.33333333333333
"Dwayne Bravo",2012,"Chennai Super Kings","MA Chidambaram Stadium",289,9,220,"All","All",32.1111111111111,7.88181818181818
"Dwayne Bravo",2012,"Chennai Super Kings","Sawai Mansingh Stadium",38,0,18,"All","All",Inf,12.6666666666667
"Dwayne Bravo",2012,"Chennai Super Kings","Subrata Roy Sahara Stadium",31,0,18,"All","All",Inf,10.3333333333333
"Dwayne Bravo",2012,"Chennai Super Kings","Wankhede Stadium",39,2,24,"All","All",19.5,9.75
"Dwayne Bravo",2013,"Chennai Super Kings","Eden Gardens",56,5,36,"All","All",11.2,9.33333333333333
"Dwayne Bravo",2013,"Chennai Super Kings","Feroz Shah Kotla",17,4,27,"All","All",4.25,3.77777777777778
"Dwayne Bravo",2013,"Chennai Super Kings","M Chinnaswamy Stadium",26,1,12,"All","All",26,13
"Dwayne Bravo",2013,"Chennai Super Kings","MA Chidambaram Stadium",274,15,192,"All","All",18.2666666666667,8.5625
"Dwayne Bravo",2013,"Chennai Super Kings","Punjab Cricket Association Stadium",27,3,24,"All","All",9,6.75
"Dwayne Bravo",2013,"Chennai Super Kings","Rajiv Gandhi International Stadium",25,1,24,"All","All",25,6.25
"Dwayne Bravo",2013,"Chennai Super Kings","Sawai Mansingh Stadium",35,1,18,"All","All",35,11.6666666666667
"Dwayne Bravo",2013,"Chennai Super Kings","Subrata Roy Sahara Stadium",18,1,24,"All","All",18,4.5
"Dwayne Bravo",2013,"Chennai Super Kings","Wankhede Stadium",19,1,18,"All","All",19,6.33333333333333
"Dwayne Bravo",2015,"Chennai Super Kings","Eden Gardens",63,2,36,"All","All",31.5,10.5
"Dwayne Bravo",2015,"Chennai Super Kings","JSCA International Stadium Complex",21,1,18,"All","All",21,7
"Dwayne Bravo",2015,"Chennai Super Kings","M Chinnaswamy Stadium",25,1,18,"All","All",25,8.33333333333333
"Dwayne Bravo",2015,"Chennai Super Kings","MA Chidambaram Stadium",172,12,144,"All","All",14.3333333333333,7.16666666666667
"Dwayne Bravo",2015,"Chennai Super Kings","Punjab Cricket Association Stadium",20,1,12,"All","All",20,10
"Dwayne Bravo",2015,"Chennai Super Kings","Rajiv Gandhi International Stadium",25,3,24,"All","All",8.33333333333333,6.25
"Dwayne Bravo",2015,"Chennai Super Kings","Sardar Patel Stadium",30,1,14,"All","All",30,12.8571428571429
"Dwayne Bravo",2015,"Chennai Super Kings","Wankhede Stadium",70,5,48,"All","All",14,8.75
"Dwayne Bravo",2016,"Gujarat Lions","Eden Gardens",39,0,24,"All","All",Inf,9.75
"Dwayne Bravo",2016,"Gujarat Lions","Feroz Shah Kotla",72,3,48,"All","All",24,9
"Dwayne Bravo",2016,"Gujarat Lions","Green Park",51,3,48,"All","All",17,6.375
"Dwayne Bravo",2016,"Gujarat Lions","M Chinnaswamy Stadium",72,0,36,"All","All",Inf,12
"Dwayne Bravo",2016,"Gujarat Lions","Maharashtra Cricket Association Stadium",40,1,24,"All","All",40,10
"Dwayne Bravo",2016,"Gujarat Lions","Punjab Cricket Association IS Bindra Stadium",22,4,24,"All","All",5.5,5.5
"Dwayne Bravo",2016,"Gujarat Lions","Rajiv Gandhi International Stadium",14,2,18,"All","All",7,4.66666666666667
"Dwayne Bravo",2016,"Gujarat Lions","Saurashtra Cricket Association Stadium",145,3,90,"All","All",48.3333333333333,9.66666666666667
"Dwayne Bravo",2016,"Gujarat Lions","Wankhede Stadium",39,1,24,"All","All",39,9.75
"Dwayne Bravo",2018,"Chennai Super Kings","Eden Gardens",22,0,10,"All","All",Inf,13.2
"Dwayne Bravo",2018,"Chennai Super Kings","Feroz Shah Kotla",52,0,24,"All","All",Inf,13
"Dwayne Bravo",2018,"Chennai Super Kings","M Chinnaswamy Stadium",33,2,24,"All","All",16.5,8.25
"Dwayne Bravo",2018,"Chennai Super Kings","MA Chidambaram Stadium",50,0,18,"All","All",Inf,16.6666666666667
"Dwayne Bravo",2018,"Chennai Super Kings","Maharashtra Cricket Association Stadium",175,6,108,"All","All",29.1666666666667,9.72222222222222
"Dwayne Bravo",2018,"Chennai Super Kings","Punjab Cricket Association IS Bindra Stadium",37,1,24,"All","All",37,9.25
"Dwayne Bravo",2018,"Chennai Super Kings","Rajiv Gandhi International Stadium",37,1,18,"All","All",37,12.3333333333333
"Dwayne Bravo",2018,"Chennai Super Kings","Sawai Mansingh Stadium",31,1,23,"All","All",31,8.08695652173913
"Dwayne Bravo",2018,"Chennai Super Kings","Wankhede Stadium",96,3,72,"All","All",32,8
"Dwayne Bravo",2019,"Chennai Super Kings","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",19,2,24,"All","All",9.5,4.75
"Dwayne Bravo",2019,"Chennai Super Kings","Feroz Shah Kotla",33,3,24,"All","All",11,8.25
"Dwayne Bravo",2019,"Chennai Super Kings","M Chinnaswamy Stadium",34,2,24,"All","All",17,8.5
"Dwayne Bravo",2019,"Chennai Super Kings","MA Chidambaram Stadium",144,3,109,"All","All",48,7.92660550458716
"Dwayne Bravo",2019,"Chennai Super Kings","Punjab Cricket Association IS Bindra Stadium",27,0,24,"All","All",Inf,6.75
"Dwayne Bravo",2019,"Chennai Super Kings","Rajiv Gandhi International Stadium",24,0,18,"All","All",Inf,8
"Dwayne Bravo",2019,"Chennai Super Kings","Wankhede Stadium",49,1,24,"All","All",49,12.25
"Dwayne Bravo",2020,"Chennai Super Kings","Dubai International Cricket Stadium",120,2,84,"All","All",60,8.57142857142857
"Dwayne Bravo",2020,"Chennai Super Kings","Sharjah Cricket Stadium",23,1,18,"All","All",23,7.66666666666667
"Dwayne Bravo",2020,"Chennai Super Kings","Zayed Cricket Stadium",37,3,24,"All","All",12.3333333333333,9.25
"Dwayne Bravo",2021,"Chennai Super Kings","Dubai International Cricket Stadium",137,6,88,"All","All",22.8333333333333,9.34090909090909
"Dwayne Bravo",2021,"Chennai Super Kings","Sharjah Cricket Stadium",41,5,48,"All","All",8.2,5.125
"Dwayne Bravo",2021,"Chennai Super Kings","Wankhede Stadium",85,3,66,"All","All",28.3333333333333,7.72727272727273
"Dwayne Bravo",2022,"Chennai Super Kings","Brabourne Stadium",67,2,42,"All","All",33.5,9.57142857142857
"Dwayne Bravo",2022,"Chennai Super Kings","Dr DY Patil Sports Academy",131,6,80,"All","All",21.8333333333333,9.825
"Dwayne Bravo",2022,"Chennai Super Kings","Maharashtra Cricket Association Stadium",23,3,24,"All","All",7.66666666666667,5.75
"Dwayne Bravo",2022,"Chennai Super Kings","Wankhede Stadium",78,5,60,"All","All",15.6,7.8
"Dwayne Smith",2008,"Mumbai Indians","Feroz Shah Kotla",22,2,18,"All","All",11,7.33333333333333
"Dwayne Smith",2008,"Mumbai Indians","M Chinnaswamy Stadium",26,3,24,"All","All",8.66666666666667,6.5
"Dwayne Smith",2008,"Mumbai Indians","Sawai Mansingh Stadium",16,0,12,"All","All",Inf,8
"Dwayne Smith",2008,"Mumbai Indians","Wankhede Stadium",19,0,12,"All","All",Inf,9.5
"Dwayne Smith",2009,"Deccan Chargers","Buffalo Park",21,0,12,"All","All",Inf,10.5
"Dwayne Smith",2009,"Deccan Chargers","De Beers Diamond Oval",4,0,6,"All","All",Inf,4
"Dwayne Smith",2009,"Deccan Chargers","Kingsmead",57,1,42,"All","All",57,8.14285714285714
"Dwayne Smith",2009,"Deccan Chargers","St George's Park",21,0,12,"All","All",Inf,10.5
"Dwayne Smith",2009,"Deccan Chargers","SuperSport Park",21,0,12,"All","All",Inf,10.5
"Dwayne Smith",2010,"Deccan Chargers","Vidarbha Cricket Association Stadium",36,1,23,"All","All",36,9.39130434782609
"Dwayne Smith",2012,"Mumbai Indians","Eden Gardens",32,1,24,"All","All",32,8
"Dwayne Smith",2012,"Mumbai Indians","M Chinnaswamy Stadium",16,0,18,"All","All",Inf,5.33333333333333
"Dwayne Smith",2012,"Mumbai Indians","Sawai Mansingh Stadium",13,0,12,"All","All",Inf,6.5
"Dwayne Smith",2012,"Mumbai Indians","Wankhede Stadium",34,1,24,"All","All",34,8.5
"Dwayne Smith",2013,"Mumbai Indians","Feroz Shah Kotla",24,0,12,"All","All",Inf,12
"Dwayne Smith",2013,"Mumbai Indians","Rajiv Gandhi International Stadium",15,0,6,"All","All",Inf,15
"Dwayne Smith",2013,"Mumbai Indians","Wankhede Stadium",20,2,12,"All","All",10,10
"Dwayne Smith",2014,"Chennai Super Kings","Barabati Stadium",36,1,18,"All","All",36,12
"Dwayne Smith",2014,"Chennai Super Kings","Feroz Shah Kotla",9,0,6,"All","All",Inf,9
"Dwayne Smith",2014,"Chennai Super Kings","Sharjah Cricket Stadium",11,1,12,"All","All",11,5.5
"Dwayne Smith",2014,"Chennai Super Kings","Sheikh Zayed Stadium",39,2,24,"All","All",19.5,9.75
"Dwayne Smith",2015,"Chennai Super Kings","Eden Gardens",17,1,12,"All","All",17,8.5
"Dwayne Smith",2016,"Gujarat Lions","Eden Gardens",14,1,12,"All","All",14,7
"Dwayne Smith",2016,"Gujarat Lions","Feroz Shah Kotla",55,1,24,"All","All",55,13.75
"Dwayne Smith",2016,"Gujarat Lions","Green Park",45,6,48,"All","All",7.5,5.625
"Dwayne Smith",2016,"Gujarat Lions","M Chinnaswamy Stadium",27,0,12,"All","All",Inf,13.5
"Dwayne Smith",2016,"Gujarat Lions","Saurashtra Cricket Association Stadium",12,0,12,"All","All",Inf,6
"Dwayne Smith",2017,"Gujarat Lions","Eden Gardens",14,0,12,"All","All",Inf,7
"Dwayne Smith",2017,"Gujarat Lions","Feroz Shah Kotla",11,0,6,"All","All",Inf,11
"Dwayne Smith",2017,"Gujarat Lions","Green Park",17,0,6,"All","All",Inf,17
"Dwayne Smith",2017,"Gujarat Lions","Maharashtra Cricket Association Stadium",26,0,18,"All","All",Inf,8.66666666666667
"Dwayne Smith",2017,"Gujarat Lions","Saurashtra Cricket Association Stadium",68,2,30,"All","All",34,13.6
"Dwayne Smith",2017,"Gujarat Lions","Wankhede Stadium",12,0,6,"All","All",Inf,12
"Fabian Allen",2021,"Punjab Kings","Dubai International Cricket Stadium",38,0,24,"All","All",Inf,9.5
"Fabian Allen",2021,"Punjab Kings","MA Chidambaram Stadium",52,1,42,"All","All",52,7.42857142857143
"Fabian Allen",2022,"Mumbai Indians","Brabourne Stadium",46,1,24,"All","All",46,11.5
"Faf du Plessis",2012,"Chennai Super Kings","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",16,0,6,"All","All",Inf,16
"Faiz Fazal",2010,"Rajasthan Royals","Eden Gardens",14,0,6,"All","All",Inf,14
"Faiz Fazal",2010,"Rajasthan Royals","Sawai Mansingh Stadium",6,0,6,"All","All",Inf,6
"Farveez Maharoof",2008,"Delhi Capitals","Eden Gardens",25,2,24,"All","All",12.5,6.25
"Farveez Maharoof",2008,"Delhi Capitals","Feroz Shah Kotla",88,5,78,"All","All",17.6,6.76923076923077
"Farveez Maharoof",2008,"Delhi Capitals","M Chinnaswamy Stadium",13,2,24,"All","All",6.5,3.25
"Farveez Maharoof",2008,"Delhi Capitals","Punjab Cricket Association Stadium",31,0,18,"All","All",Inf,10.3333333333333
"Farveez Maharoof",2008,"Delhi Capitals","Rajiv Gandhi International Stadium",36,2,24,"All","All",18,9
"Farveez Maharoof",2008,"Delhi Capitals","Sawai Mansingh Stadium",22,1,24,"All","All",22,5.5
"Farveez Maharoof",2008,"Delhi Capitals","Wankhede Stadium",34,3,24,"All","All",11.3333333333333,8.5
"Farveez Maharoof",2009,"Delhi Capitals","New Wanderers Stadium",9,0,12,"All","All",Inf,4.5
"Farveez Maharoof",2009,"Delhi Capitals","OUTsurance Oval",56,4,48,"All","All",14,7
"Farveez Maharoof",2010,"Delhi Capitals","Eden Gardens",30,0,18,"All","All",Inf,10
"Farveez Maharoof",2010,"Delhi Capitals","Feroz Shah Kotla",107,5,78,"All","All",21.4,8.23076923076923
"Farveez Maharoof",2010,"Delhi Capitals","Punjab Cricket Association Stadium",37,2,24,"All","All",18.5,9.25
"Farveez Maharoof",2010,"Delhi Capitals","Sardar Patel Stadium",32,1,24,"All","All",32,8
"Fazalhaq Farooqi",2022,"Sunrisers Hyderabad","Wankhede Stadium",110,2,72,"All","All",55,9.16666666666667
"Fidel Edwards",2009,"Deccan Chargers","Kingsmead",48,3,48,"All","All",16,6
"Fidel Edwards",2009,"Deccan Chargers","Newlands",45,1,48,"All","All",45,5.625
"Fidel Edwards",2009,"Deccan Chargers","St George's Park",17,1,22,"All","All",17,4.63636363636364
"Fidel Edwards",2009,"Deccan Chargers","SuperSport Park",44,0,22,"All","All",Inf,12
"Gagandeep Singh",2008,"Punjab Kings","M Chinnaswamy Stadium",28,0,18,"All","All",Inf,9.33333333333333
"Gagandeep Singh",2008,"Punjab Kings","Punjab Cricket Association Stadium",76,2,42,"All","All",38,10.8571428571429
"Gagandeep Singh",2008,"Punjab Kings","Rajiv Gandhi International Stadium",37,1,24,"All","All",37,9.25
"George Garton",2021,"Royal Challengers Bangalore","Dubai International Cricket Stadium",50,1,36,"All","All",50,8.33333333333333
"George Garton",2021,"Royal Challengers Bangalore","Sharjah Cricket Stadium",56,1,42,"All","All",56,8
"George Garton",2021,"Royal Challengers Bangalore","Zayed Cricket Stadium",29,1,12,"All","All",29,14.5
"Glenn Maxwell",2012,"Delhi Capitals","Eden Gardens",12,0,6,"All","All",Inf,12
"Glenn Maxwell",2012,"Delhi Capitals","M Chinnaswamy Stadium",10,1,12,"All","All",10,5
"Glenn Maxwell",2013,"Mumbai Indians","Himachal Pradesh Cricket Association Stadium",18,0,6,"All","All",Inf,18
"Glenn Maxwell",2013,"Mumbai Indians","Subrata Roy Sahara Stadium",5,0,6,"All","All",Inf,5
"Glenn Maxwell",2014,"Punjab Kings","Barabati Stadium",32,1,18,"All","All",32,10.6666666666667
"Glenn Maxwell",2014,"Punjab Kings","Dubai International Cricket Stadium",39,0,18,"All","All",Inf,13
"Glenn Maxwell",2014,"Punjab Kings","M Chinnaswamy Stadium",24,0,6,"All","All",Inf,24
"Glenn Maxwell",2014,"Punjab Kings","Sharjah Cricket Stadium",10,0,6,"All","All",Inf,10
"Glenn Maxwell",2014,"Punjab Kings","Sheikh Zayed Stadium",23,0,12,"All","All",Inf,11.5
"Glenn Maxwell",2014,"Punjab Kings","Wankhede Stadium",4,0,6,"All","All",Inf,4
"Glenn Maxwell",2015,"Punjab Kings","Eden Gardens",5,1,6,"All","All",5,5
"Glenn Maxwell",2015,"Punjab Kings","M Chinnaswamy Stadium",23,0,12,"All","All",Inf,11.5
"Glenn Maxwell",2015,"Punjab Kings","Maharashtra Cricket Association Stadium",10,0,6,"All","All",Inf,10
"Glenn Maxwell",2015,"Punjab Kings","Punjab Cricket Association Stadium",16,0,12,"All","All",Inf,8
"Glenn Maxwell",2015,"Punjab Kings","Rajiv Gandhi International Stadium",28,1,18,"All","All",28,9.33333333333333
"Glenn Maxwell",2015,"Punjab Kings","Sardar Patel Stadium",15,0,6,"All","All",Inf,15
"Glenn Maxwell",2016,"Punjab Kings","Eden Gardens",11,0,6,"All","All",Inf,11
"Glenn Maxwell",2016,"Punjab Kings","Feroz Shah Kotla",11,0,6,"All","All",Inf,11
"Glenn Maxwell",2016,"Punjab Kings","Punjab Cricket Association IS Bindra Stadium",42,0,30,"All","All",Inf,8.4
"Glenn Maxwell",2016,"Punjab Kings","Rajiv Gandhi International Stadium",16,0,12,"All","All",Inf,8
"Glenn Maxwell",2017,"Punjab Kings","Eden Gardens",18,0,6,"All","All",Inf,18
"Glenn Maxwell",2017,"Punjab Kings","Feroz Shah Kotla",7,0,6,"All","All",Inf,7
"Glenn Maxwell",2017,"Punjab Kings","M Chinnaswamy Stadium",15,2,18,"All","All",7.5,5
"Glenn Maxwell",2017,"Punjab Kings","Maharashtra Cricket Association Stadium",15,0,12,"All","All",Inf,7.5
"Glenn Maxwell",2017,"Punjab Kings","Punjab Cricket Association IS Bindra Stadium",62,4,60,"All","All",15.5,6.2
"Glenn Maxwell",2017,"Punjab Kings","Wankhede Stadium",8,1,12,"All","All",8,4
"Glenn Maxwell",2018,"Delhi Capitals","Feroz Shah Kotla",89,3,54,"All","All",29.6666666666667,9.88888888888889
"Glenn Maxwell",2018,"Delhi Capitals","M Chinnaswamy Stadium",13,1,12,"All","All",13,6.5
"Glenn Maxwell",2018,"Delhi Capitals","Maharashtra Cricket Association Stadium",5,1,6,"All","All",5,5
"Glenn Maxwell",2018,"Delhi Capitals","Rajiv Gandhi International Stadium",4,0,6,"All","All",Inf,4
"Glenn Maxwell",2018,"Delhi Capitals","Wankhede Stadium",21,0,18,"All","All",Inf,7
"Glenn Maxwell",2020,"Punjab Kings","Dubai International Cricket Stadium",91,2,72,"All","All",45.5,7.58333333333333
"Glenn Maxwell",2020,"Punjab Kings","Sharjah Cricket Stadium",78,1,54,"All","All",78,8.66666666666667
"Glenn Maxwell",2021,"Royal Challengers Bangalore","Dubai International Cricket Stadium",69,2,54,"All","All",34.5,7.66666666666667
"Glenn Maxwell",2021,"Royal Challengers Bangalore","MA Chidambaram Stadium",24,0,12,"All","All",Inf,12
"Glenn Maxwell",2021,"Royal Challengers Bangalore","Sharjah Cricket Stadium",42,1,30,"All","All",42,8.4
"Glenn Maxwell",2022,"Royal Challengers Bangalore","Brabourne Stadium",27,1,18,"All","All",27,9
"Glenn Maxwell",2022,"Royal Challengers Bangalore","Dr DY Patil Sports Academy",40,1,30,"All","All",40,8
"Glenn Maxwell",2022,"Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",26,2,30,"All","All",13,5.2
"Glenn Maxwell",2022,"Royal Challengers Bangalore","Narendra Modi Stadium",17,0,18,"All","All",Inf,5.66666666666667
"Glenn Maxwell",2022,"Royal Challengers Bangalore","Wankhede Stadium",55,2,48,"All","All",27.5,6.875
"Glenn McGrath",2008,"Delhi Capitals","Dr DY Patil Sports Academy",26,0,24,"All","All",Inf,6.5
"Glenn McGrath",2008,"Delhi Capitals","Eden Gardens",22,0,24,"All","All",Inf,5.5
"Glenn McGrath",2008,"Delhi Capitals","Feroz Shah Kotla",172,8,132,"All","All",21.5,7.81818181818182
"Glenn McGrath",2008,"Delhi Capitals","M Chinnaswamy Stadium",15,2,24,"All","All",7.5,3.75
"Glenn McGrath",2008,"Delhi Capitals","MA Chidambaram Stadium",21,1,24,"All","All",21,5.25
"Glenn McGrath",2008,"Delhi Capitals","Punjab Cricket Association Stadium",29,1,24,"All","All",29,7.25
"Glenn McGrath",2008,"Delhi Capitals","Rajiv Gandhi International Stadium",22,0,24,"All","All",Inf,5.5
"Glenn McGrath",2008,"Delhi Capitals","Sawai Mansingh Stadium",12,0,24,"All","All",Inf,3
"Glenn McGrath",2008,"Delhi Capitals","Wankhede Stadium",38,0,24,"All","All",Inf,9.5
"Glenn Phillips",2021,"Rajasthan Royals","Sharjah Cricket Stadium",17,1,6,"All","All",17,17
"Glenn Phillips",2021,"Rajasthan Royals","Zayed Cricket Stadium",3,0,6,"All","All",Inf,3
"Gnaneswara Rao",2011,"Kochi Tuskers Kerala","Holkar Cricket Stadium",7,0,6,"All","All",Inf,7
"Graham Napier",2009,"Mumbai Indians","Buffalo Park",27,1,24,"All","All",27,6.75
"Gurinder Sandhu",2015,"Delhi Capitals","Brabourne Stadium",49,0,24,"All","All",Inf,12.25
"Gurinder Sandhu",2015,"Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",33,1,24,"All","All",33,8.25
"Gurkeerat Singh Mann",2015,"Punjab Kings","Eden Gardens",17,2,18,"All","All",8.5,5.66666666666667
"Gurkeerat Singh Mann",2015,"Punjab Kings","Punjab Cricket Association Stadium",22,0,18,"All","All",Inf,7.33333333333333
"Gurkeerat Singh Mann",2015,"Punjab Kings","Rajiv Gandhi International Stadium",27,1,18,"All","All",27,9
"Gurkeerat Singh Mann",2016,"Punjab Kings","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",15,2,12,"All","All",7.5,7.5
"Gurkeerat Singh Mann",2016,"Punjab Kings","Eden Gardens",8,0,6,"All","All",Inf,8
"Gurkeerat Singh Mann",2016,"Punjab Kings","Saurashtra Cricket Association Stadium",8,0,6,"All","All",Inf,8
"Hanuma Vihari",2013,"Sunrisers Hyderabad","Eden Gardens",14,0,6,"All","All",Inf,14
"Hanuma Vihari",2013,"Sunrisers Hyderabad","M Chinnaswamy Stadium",12,0,6,"All","All",Inf,12
"Hanuma Vihari",2013,"Sunrisers Hyderabad","Punjab Cricket Association Stadium",5,0,12,"All","All",Inf,2.5
"Hanuma Vihari",2013,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",7,1,12,"All","All",7,3.5
"Hanuma Vihari",2019,"Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",9,0,6,"All","All",Inf,9
"Harbhajan Singh",2008,"Mumbai Indians","MA Chidambaram Stadium",14,0,12,"All","All",Inf,7
"Harbhajan Singh",2008,"Mumbai Indians","Punjab Cricket Association Stadium",32,3,24,"All","All",10.6666666666667,8
"Harbhajan Singh",2008,"Mumbai Indians","Wankhede Stadium",36,2,24,"All","All",18,9
"Harbhajan Singh",2009,"Mumbai Indians","Buffalo Park",45,1,48,"All","All",45,5.625
"Harbhajan Singh",2009,"Mumbai Indians","Kingsmead",81,3,72,"All","All",27,6.75
"Harbhajan Singh",2009,"Mumbai Indians","New Wanderers Stadium",14,0,12,"All","All",Inf,7
"Harbhajan Singh",2009,"Mumbai Indians","Newlands",15,1,18,"All","All",15,5
"Harbhajan Singh",2009,"Mumbai Indians","St George's Park",52,2,54,"All","All",26,5.77777777777778
"Harbhajan Singh",2009,"Mumbai Indians","SuperSport Park",49,5,60,"All","All",9.8,4.9
"Harbhajan Singh",2010,"Mumbai Indians","Brabourne Stadium",143,6,138,"All","All",23.8333333333333,6.21739130434783
"Harbhajan Singh",2010,"Mumbai Indians","Dr DY Patil Sports Academy",105,5,72,"All","All",21,8.75
"Harbhajan Singh",2010,"Mumbai Indians","Feroz Shah Kotla",23,2,15,"All","All",11.5,9.2
"Harbhajan Singh",2010,"Mumbai Indians","M Chinnaswamy Stadium",28,2,24,"All","All",14,7
"Harbhajan Singh",2010,"Mumbai Indians","MA Chidambaram Stadium",23,1,24,"All","All",23,5.75
"Harbhajan Singh",2010,"Mumbai Indians","Punjab Cricket Association Stadium",34,0,24,"All","All",Inf,8.5
"Harbhajan Singh",2010,"Mumbai Indians","Sawai Mansingh Stadium",21,1,24,"All","All",21,5.25
"Harbhajan Singh",2011,"Mumbai Indians","Dr DY Patil Sports Academy",17,1,18,"All","All",17,5.66666666666667
"Harbhajan Singh",2011,"Mumbai Indians","Eden Gardens",26,0,18,"All","All",Inf,8.66666666666667
"Harbhajan Singh",2011,"Mumbai Indians","Feroz Shah Kotla",14,2,18,"All","All",7,4.66666666666667
"Harbhajan Singh",2011,"Mumbai Indians","M Chinnaswamy Stadium",27,0,24,"All","All",Inf,6.75
"Harbhajan Singh",2011,"Mumbai Indians","MA Chidambaram Stadium",40,0,24,"All","All",Inf,10
"Harbhajan Singh",2011,"Mumbai Indians","Punjab Cricket Association Stadium",20,0,18,"All","All",Inf,6.66666666666667
"Harbhajan Singh",2011,"Mumbai Indians","Rajiv Gandhi International Stadium",27,0,24,"All","All",Inf,6.75
"Harbhajan Singh",2011,"Mumbai Indians","Sawai Mansingh Stadium",20,0,18,"All","All",Inf,6.66666666666667
"Harbhajan Singh",2011,"Mumbai Indians","Wankhede Stadium",179,11,156,"All","All",16.2727272727273,6.88461538461538
"Harbhajan Singh",2012,"Mumbai Indians","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",18,0,24,"All","All",Inf,4.5
"Harbhajan Singh",2012,"Mumbai Indians","Eden Gardens",7,0,6,"All","All",Inf,7
"Harbhajan Singh",2012,"Mumbai Indians","Feroz Shah Kotla",42,0,24,"All","All",Inf,10.5
"Harbhajan Singh",2012,"Mumbai Indians","M Chinnaswamy Stadium",53,1,36,"All","All",53,8.83333333333333
"Harbhajan Singh",2012,"Mumbai Indians","MA Chidambaram Stadium",24,0,24,"All","All",Inf,6
"Harbhajan Singh",2012,"Mumbai Indians","Punjab Cricket Association Stadium",29,0,18,"All","All",Inf,9.66666666666667
"Harbhajan Singh",2012,"Mumbai Indians","Sawai Mansingh Stadium",31,0,18,"All","All",Inf,10.3333333333333
"Harbhajan Singh",2012,"Mumbai Indians","Subrata Roy Sahara Stadium",18,2,24,"All","All",9,4.5
"Harbhajan Singh",2012,"Mumbai Indians","Wankhede Stadium",162,3,150,"All","All",54,6.48
"Harbhajan Singh",2013,"Mumbai Indians","Eden Gardens",72,5,54,"All","All",14.4,8
"Harbhajan Singh",2013,"Mumbai Indians","Feroz Shah Kotla",56,0,42,"All","All",Inf,8
"Harbhajan Singh",2013,"Mumbai Indians","Himachal Pradesh Cricket Association Stadium",33,1,24,"All","All",33,8.25
"Harbhajan Singh",2013,"Mumbai Indians","M Chinnaswamy Stadium",21,1,24,"All","All",21,5.25
"Harbhajan Singh",2013,"Mumbai Indians","MA Chidambaram Stadium",31,2,24,"All","All",15.5,7.75
"Harbhajan Singh",2013,"Mumbai Indians","Rajiv Gandhi International Stadium",35,1,24,"All","All",35,8.75
"Harbhajan Singh",2013,"Mumbai Indians","Sawai Mansingh Stadium",26,1,24,"All","All",26,6.5
"Harbhajan Singh",2013,"Mumbai Indians","Subrata Roy Sahara Stadium",14,1,24,"All","All",14,3.5
"Harbhajan Singh",2013,"Mumbai Indians","Wankhede Stadium",168,12,180,"All","All",14,5.6
"Harbhajan Singh",2014,"Mumbai Indians","Barabati Stadium",22,2,24,"All","All",11,5.5
"Harbhajan Singh",2014,"Mumbai Indians","Brabourne Stadium",27,2,24,"All","All",13.5,6.75
"Harbhajan Singh",2014,"Mumbai Indians","Dubai International Cricket Stadium",57,2,72,"All","All",28.5,4.75
"Harbhajan Singh",2014,"Mumbai Indians","Rajiv Gandhi International Stadium",27,0,24,"All","All",Inf,6.75
"Harbhajan Singh",2014,"Mumbai Indians","Sardar Patel Stadium",13,2,24,"All","All",6.5,3.25
"Harbhajan Singh",2014,"Mumbai Indians","Sharjah Cricket Stadium",23,0,24,"All","All",Inf,5.75
"Harbhajan Singh",2014,"Mumbai Indians","Sheikh Zayed Stadium",25,0,18,"All","All",Inf,8.33333333333333
"Harbhajan Singh",2014,"Mumbai Indians","Wankhede Stadium",162,6,120,"All","All",27,8.1
